Mol,HFE,Temp,hnc_w_40,hnc_w_80,hnc_w_120,hnc_w_160,hnc_w_200,hnc_w_240,hnc_w_280,hnc_w_320,hnc_w_360,hnc_w_400,hnc_w_440,hnc_w_480,hnc_w_520,hnc_w_560,hnc_w_600,hnc_w_640,hnc_w_680,hnc_w_720,hnc_w_760,hnc_w_800,hnc_w_840,hnc_w_880,hnc_w_920,hnc_w_960,hnc_w_1000,hnc_w_1040,hnc_w_1080,hnc_w_1120,hnc_w_1160,hnc_w_1200,hnc_w_1240,hnc_w_1280,hnc_w_1320,hnc_w_1360,hnc_w_1400,hnc_w_1440,hnc_w_1480,hnc_w_1520,hnc_w_1560,hnc_w_1600,hnc_w_1640,hnc_w_1680,hnc_w_1720,hnc_w_1760,hnc_w_1800,hnc_w_1840,hnc_w_1880,hnc_w_1920,hnc_w_1960,hnc_w_2000,hnc_w_2040,hnc_w_2080,hnc_w_2120,hnc_w_2160,hnc_w_2200,hnc_w_2240,hnc_w_2280,hnc_w_2320,hnc_w_2360,hnc_w_2400,hnc_w_2440,hnc_w_2480,hnc_w_2520,hnc_w_2560,hnc_w_2600,hnc_w_2640,hnc_w_2680,hnc_w_2720,hnc_w_2760,hnc_w_2800,hnc_w_2840,hnc_w_2880,hnc_w_2920,hnc_w_2960,hnc_w_3000,hnc_w_3040,hnc_w_3080,hnc_w_3120,hnc_w_3160,hnc_w_3200,hnc_w_3240,hnc_w_3280,hnc_w_3320,hnc_w_3360,hnc_w_3400,hnc_w_3440,hnc_w_3480,hnc_w_3520,hnc_w_3560,hnc_w_3600,hnc_w_3640,hnc_w_3680,hnc_w_3720,hnc_w_3760,hnc_w_3800,hnc_w_3840,hnc_w_3880,hnc_w_3920,hnc_w_3960,hnc_w_4000,hnc_w_4040,hnc_w_4080,hnc_w_4120,hnc_w_4160,hnc_w_4200,hnc_w_4240,hnc_w_4280,hnc_w_4320,hnc_w_4360,hnc_w_4400,hnc_w_4440,hnc_w_4480,hnc_w_4520,hnc_w_4560,hnc_w_4600,hnc_w_4640,hnc_w_4680,hnc_w_4720,hnc_w_4760,hnc_w_4800,hnc_w_4840,hnc_w_4880,hnc_w_4920,hnc_w_4960,hnc_w_5000,hnc_w_5040,hnc_w_5080,hnc_w_5120,hnc_w_5160,hnc_w_5200,hnc_w_5240,hnc_w_5280,hnc_w_5320,hnc_w_5360,hnc_w_5400,hnc_w_5440,hnc_w_5480,hnc_w_5520,hnc_w_5560,hnc_w_5600,hnc_w_5640,hnc_w_5680,hnc_w_5720,hnc_w_5760,hnc_w_5800,hnc_w_5840,hnc_w_5880,hnc_w_5920,hnc_w_5960,hnc_w_6000,hnc_w_6040,hnc_w_6080,hnc_w_6120,hnc_w_6160,hnc_w_6200,hnc_w_6240,hnc_w_6280,hnc_w_6320,hnc_w_6360,hnc_w_6400
test1014,-9,298,0.075123993,0.304582273,0.688636312,1.226678346,1.91652862,2.754185884,3.733858543,4.848552478,6.091459708,7.455947008,8.932624191,10.51119808,12.18434703,13.94549168,15.785725,17.69574294,19.66695217,21.69185912,23.76203256,25.8670717,27.99779524,30.1492057,32.3195905,34.51219208,36.73655854,39.00541038,41.33141528,43.72968677,46.22706447,48.81919242,49.19095237,32.11999045,-14.22465842,-61.4444525,-79.2450151,-76.63444234,-62.5582066,-42.55292681,-23.1639492,-6.595944849,7.296849251,19.17756663,29.69123046,38.69839503,44.05092816,42.05232351,30.82100622,12.76983908,-6.811186061,-22.07788311,-29.35080802,-25.6452689,-4.318870849,40.27862784,104.4064769,172.5806543,220.6975895,252.9612688,274.4047451,286.306197,286.4027058,273.1039232,249.7506601,219.6965191,185.3087803,148.5327077,110.6402039,72.31139345,35.18049167,-0.31894191,-33.96786816,-65.40865947,-94.00058971,-118.8590387,-139.3284846,-155.0380235,-166.086018,-172.5531713,-174.2409169,-171.1167183,-163.9116886,-153.636559,-141.0932362,-127.0910808,-112.2796801,-97.11382609,-81.88479309,-66.75957403,-51.88318866,-37.44012042,-23.69933576,-10.95703596,0.613265618,11.05519281,20.56153377,29.38320418,37.64269557,45.33369818,52.39645146,58.66785844,63.84928517,67.48382512,69.14456043,68.79043907,66.66882067,63.17017621,58.55789348,52.93169882,46.34781574,38.99040005,31.20470436,23.26216713,15.24705122,7.372615895,-0.15216021,-7.27374762,-14.00820014,-20.44118099,-26.65474985,-32.60208358,-38.13618613,-43.05186686,-47.2045899,-50.42126484,-52.65309444,-54.14887343,-55.21324062,-55.89706625,-56.00168916,-55.3232811,-53.65160326,-50.79458357,-46.70706346,-41.48128094,-35.2567218,-28.20328043,-20.57266056,-12.65167794,-4.670235416,3.183848476,10.70997977,17.67267843,23.9076031,29.36937048,34.09208685,38.14194994,41.49421419,44.03632699,45.69170111,46.41086598,46.1758278,44.9907326,42.87720981,39.87322235,36.04672963,31.4677995,26.19615576,20.31716643,13.99399728,7.513329817
n018,-5.28,298,0.018744933,0.075886061,0.17121468,0.304281148,0.474513234,0.681248387,0.923093275,1.197457241,1.503576389,1.846440896,2.224894116,2.632589175,3.063849518,3.514583272,3.981938871,4.463873751,4.959633585,5.46794041,5.986839337,6.514373633,7.049180612,7.590576467,8.138352069,8.693444807,9.258854733,9.840227523,10.43528038,7.518801402,-38.97009348,-77.95584998,-88.36624716,-81.71584626,-66.97137521,-50.74910548,-34.8214426,-23.9938857,-16.8693743,-9.886568051,-2.31356215,5.508586268,13.04760155,19.86833826,25.57747134,29.56509863,31.08385624,29.91538133,26.57899059,21.97980704,16.44265957,9.681821117,2.627754371,-3.120891436,-4.072667359,5.062180811,27.72559902,60.81609815,88.02466628,104.7817658,111.0649021,108.9844157,100.7979202,88.56608526,74.48209189,59.56093126,44.5391984,29.74381196,15.14950866,1.103418377,-11.98379776,-23.90128163,-34.54661074,-43.90336102,-51.84761512,-57.99636493,-61.79911928,-62.92511465,-61.59006403,-58.33538494,-53.67176128,-48.03195761,-41.75629974,-35.13366584,-28.46201624,-21.99696564,-15.91726648,-10.29514146,-5.289587868,-1.036873007,2.390753966,5.019914461,6.952272764,8.354003433,9.406799306,10.26754386,11.07569729,11.83468982,12.4701776,12.91169178,13.12414754,13.12218209,12.96165419,12.73285315,12.52413169,12.3443616,12.1763965,11.98848764,11.75503847,11.4372197,10.98774208,10.33911013,9.422777551,8.209989434,6.709268341,4.942032599,2.945621054,0.773669017,-1.503307829,-3.785686977,-5.983097641,-8.020035845,-9.839233978,-11.40792423,-12.70950652,-13.73002763,-14.45233798,-14.86408621,-14.95770584,-14.73226473,-14.19520056,-13.36033156,-12.25277094,-10.90908064,-9.371103058,-7.685709802,-5.903002832,-4.074011181,-2.251597744,-0.484438232,1.187515188,2.728472494,4.10766744,5.302908962,6.29793668,7.082648298,7.653555882,8.013988903,8.172485987,8.141793712,7.938781368,7.583406923,7.096439439,6.499495496,5.81445291,5.062756582,4.265334149,3.442330925,2.612612428,1.793346394,0.999362921,0.243001223
0084met,-4.58,298,0.038524013,0.156025871,0.352539016,0.628378716,0.984025257,1.419485973,1.933731767,2.525384963,3.193962941,3.938664939,4.757019255,5.64688392,6.607352544,7.635883092,8.724803932,9.866389433,11.05412059,12.28188788,13.54370889,14.83263769,16.14129607,17.46287715,18.79149421,20.12448345,21.46551093,22.82433496,24.21490525,25.65584475,27.17824238,28.79845623,29.02721298,18.29949528,-9.875329462,-34.1043019,-41.47476877,-39.53973125,-33.14307515,-24.33720836,-14.51130218,-5.406592403,3.351055899,12.09630453,20.85761063,28.65830985,32.52395451,28.55048656,15.27212388,-4.612316647,-26.05159653,-44.48293697,-56.49459577,-60.1232553,-52.33729187,-30.14590816,5.467049897,46.84823562,80.68000789,108.3597763,131.3900023,149.6549386,162.2920124,168.2288658,166.3205183,157.9819521,145.07655,129.1378444,111.0616038,91.17671417,69.64774838,46.93077846,23.97622356,1.293994989,-20.48516068,-40.67063268,-58.63339632,-73.90268352,-86.30924363,-95.68960016,-101.7761803,-104.3765177,-103.6307459,-100.0898397,-94.3838625,-87.09841353,-78.83329349,-70.17476476,-61.59394425,-53.39268938,-45.70477305,-38.48040801,-31.56168277,-24.80241001,-18.152963,-11.67893949,-5.570117201,0.067620822,5.211811463,9.850242596,14.01536101,17.80496103,21.3487322,24.78880458,28.19663997,31.60758792,34.99155033,38.17485718,40.94088939,43.131191,44.63939868,45.40714981,45.42744237,44.67601237,43.09594988,40.62455062,37.20778069,32.85515626,27.66468336,21.7705921,15.33152651,8.537528525,1.576695659,-5.353317409,-12.08652346,-18.48900446,-24.4340312,-29.80502447,-34.48915754,-38.39530274,-41.49679425,-43.83369086,-45.43528505,-46.26181096,-46.2197353,-45.23266155,-43.28153218,-40.42192793,-36.78182832,-32.5204778,-27.79145784,-22.70221689,-17.32902491,-11.76701685,-6.145891049,-0.620935966,4.659027726,9.578306743,14.03748612,17.95448201,21.27944589,23.98778267,26.06329053,27.5080384,28.33999496,28.57414036,28.24915235,27.43000303,26.18231113,24.56195012,22.6142831,20.38135392
n203,-18.17,298,0.028253273,0.114467152,0.258678713,0.46085352,0.7209095,1.038386422,1.411827328,1.839771646,2.323617389,2.866132738,3.466210192,4.121963649,4.835748456,5.608996767,6.431282733,7.28748898,8.1632704,9.049778325,9.946079659,10.85328685,11.77039501,12.6958865,13.62926144,14.57136436,15.52443644,16.49202715,17.48143075,18.50903697,19.60835473,20.73434944,17.10921173,-22.93087513,-125.2403359,-220.4162095,-255.0215969,-249.3257515,-220.3130931,-178.9144483,-135.1829478,-97.84455061,-66.67317352,-40.30264623,-17.71062499,1.167580622,15.90515105,26.7626496,34.95044251,41.79611974,48.1767951,53.81121768,59.3863822,71.18320896,103.962542,173.2804455,279.7374804,385.8857709,463.1329065,502.9966638,498.8835862,460.1292588,397.0096342,318.485452,231.7384483,142.8465606,58.18796316,-19.22220937,-88.15789031,-148.6106864,-200.7082409,-244.6850384,-280.6943304,-308.5737818,-328.1812162,-338.4444275,-338.1937684,-327.7187457,-308.2495997,-280.6091976,-245.631561,-205.2472529,-162.1437524,-118.8598478,-77.19657224,-37.71493932,-0.333801498,34.69502814,66.07795023,93.05001022,115.3456698,133.0047919,146.3148081,155.74329,161.8077956,164.9703377,165.6193385,164.0882095,160.4674968,154.5871879,146.2533055,135.1982627,121.153063,104.3034216,85.13653386,64.24956849,42.47692226,20.74234155,-0.015778133,-19.07301447,-35.93347581,-50.25946253,-62.28769236,-72.40982305,-80.7872709,-87.42392935,-92.47813589,-96.3194889,-99.16699232,-101.0497119,-101.8313438,-101.3299571,-99.50721069,-96.39548417,-92.03388024,-86.31962439,-79.09620673,-70.29324292,-59.82484874,-47.87757775,-34.8643625,-21.17221119,-7.152802609,6.83725275,20.34270945,32.87597385,44.12546148,53.88450494,62.05232956,68.65234616,73.76709263,77.48246831,79.8629304,80.92533332,80.59766901,78.69972123,75.03348308,69.56951627,62.46946305,54.07415892,44.71984909,34.70326939,24.29052091,13.7249723,3.251748709,-6.866305604,-16.35063474,-24.94394045,-32.47748351,-38.90111443,-44.1632545,-48.19354918
0078pen,-3.53,298,0.046315896,0.187132811,0.42106583,0.746305686,1.161023321,1.663061106,2.249284446,2.91602539,3.659884182,4.477091462,5.362889356,6.31340874,7.326416501,8.398531286,9.522111378,10.68978819,11.89670472,13.13700634,14.40391656,15.69074585,16.9891606,18.28930305,19.58395254,20.87108582,22.15416251,23.44254972,24.75176217,26.10778229,27.55892411,29.13835766,29.44285055,19.3077543,-7.935060198,-32.4646462,-40.23711609,-37.71466509,-29.43790377,-18.21625083,-6.312434635,3.791547836,12.16701158,19.25650604,25.44597771,30.73928175,34.08209995,33.23943287,26.42583483,14.1720414,-0.821365664,-15.34248775,-26.64906406,-31.37056331,-25.28893797,-5.292874777,26.63140865,60.4713081,83.31264624,97.74890792,106.760256,112.0928016,114.4500059,113.992156,109.9638376,102.4508278,92.44649843,80.84647261,68.16144649,54.40215964,39.65766547,24.40824277,8.650138019,-7.381277561,-23.11773669,-37.90404166,-51.09036138,-62.25276471,-71.33215279,-78.31558235,-83.09447159,-85.5300215,-85.69690813,-83.92213796,-80.57189184,-76.00943436,-70.58182356,-64.62263239,-58.41291619,-52.08463536,-45.56592782,-38.66548184,-31.25918642,-23.36904543,-15.1698762,-6.965243951,0.911253225,8.249147907,14.97802885,21.03460493,26.4330631,31.16645624,35.13603911,38.26914402,40.48962966,41.81343349,42.37058036,42.29486672,41.67002089,40.50015306,38.730639,36.30270624,33.22158825,29.5718627,25.48719502,21.1218297,16.62273565,12.10891392,7.666519332,3.334539407,-0.889050785,-4.993080959,-8.953378688,-12.70192494,-16.13840744,-19.2148213,-21.90024332,-24.17642271,-26.02491101,-27.45409275,-28.46869608,-29.05620128,-29.19889113,-28.87852544,-28.08428372,-26.81403202,-25.0803424,-22.9109557,-20.3418925,-17.4204578,-14.20702786,-10.77361946,-7.202611356,-3.589225851,-0.026763546,3.385911226,6.533530786,9.323128077,11.68749789,13.59834518,15.05982618,16.10787588,16.78227683,17.10167894,17.07351443,16.708992,16.02653187,15.06256463,13.86551889,12.48668587,10.97004631,9.350989483
0410clp,0.07,298,0.057620232,0.232569865,0.522778921,0.925835341,1.439544624,2.061471813,2.78776467,3.612410286,4.52756695,5.52462831,6.595271864,7.731742626,8.926625021,10.1725261,11.46199811,12.78818602,14.14493814,15.52613085,16.92533045,18.33573501,19.75041818,21.16290949,22.56829614,23.96534927,25.35882085,26.76042869,28.189838,29.68146086,31.2921826,33.08195174,35.0795175,37.2751477,39.63562603,42.11728857,44.63535555,46.96667826,48.69120349,49.39000048,49.04111546,48.07170821,47.00628444,46.18017634,45.5487819,44.39211741,41.13150654,33.84577025,21.61677981,5.523853856,-11.84525194,-27.74405192,-40.45865435,-49.27762815,-54.67450806,-57.47116586,-58.16705226,-56.68690977,-52.06257465,-42.7069932,-27.63530572,-7.678715901,13.34905637,30.23874738,43.15065169,52.3434549,58.44201434,62.04802713,63.57833165,63.23084049,61.13054432,57.4074445,52.26456201,45.98699907,38.89928587,31.32172969,23.53789433,15.7784751,8.24766919,1.158080912,-5.261816853,-10.72485106,-15.05364473,-18.2099298,-20.2151931,-21.12537726,-21.0569574,-20.17795693,-18.68088508,-16.78799384,-14.75787073,-12.86507189,-11.37650431,-10.50528978,-10.35974424,-10.93242673,-12.11108997,-13.69675078,-15.44249162,-17.08843847,-18.45175448,-19.44985602,-20.08262219,-20.40637418,-20.49405476,-20.39721721,-20.12795835,-19.65644311,-18.9135799,-17.80467566,-16.25444691,-14.22435029,-11.73019142,-8.850672637,-5.712640089,-2.466271418,0.737748112,3.762494267,6.515149927,8.942224688,11.0055348,12.66822166,13.90477878,14.70437528,15.08552004,15.07936582,14.72295654,14.05771062,13.12858406,11.97998292,10.65626207,9.197513795,7.640078281,6.01961058,4.377981504,2.761679476,1.210512572,-0.248178716,-1.595575301,-2.819757119,-3.914489841,-4.877875811,-5.710420849,-6.412265684,-6.981372271,-7.408205933,-7.681043076,-7.799100001,-7.768041156,-7.599514234,-7.312508254,-6.935738503,-6.49902079,-6.023194139,-5.525872133,-5.025690593,-4.541426304,-4.087264355,-3.668338398,-3.281302752,-2.918387768,-2.570797893
0118ani,-5.49,298,0.036929959,0.149213492,0.336016399,0.596338167,0.928670175,1.330683098,1.79922679,2.330939172,2.922871813,3.572185097,4.275470577,5.029156781,5.832492426,6.686828316,7.59041365,8.537656574,9.521291454,10.53258622,11.56247158,12.60430126,13.65411444,14.70886372,15.76570999,16.82302073,17.88205611,18.9495,20.04187968,21.19687507,22.49749536,24.08935839,25.57146969,20.42503307,-2.568998794,-36.28790153,-63.01489771,-74.36147267,-71.40566007,-59.04042013,-42.04184261,-23.72308016,-5.973106721,10.24376822,24.38480253,35.57589882,41.74398747,40.182179,29.75821036,12.18266215,-9.033655281,-30.49909949,-49.82976904,-65.73874635,-76.75128614,-75.37635292,-49.71679091,4.8042473,68.10367172,113.3689365,143.8466469,161.5899185,167.8668974,163.7013877,150.0577417,130.2793781,107.3911142,83.65738865,60.55710307,38.7804482,18.33021291,-1.049292895,-19.5251259,-36.64719362,-52.10014289,-65.58423862,-76.28139884,-83.00753584,-84.89861978,-82.50777138,-76.91012486,-69.10601145,-59.92062654,-49.86754526,-39.31646721,-28.6295389,-18.23143851,-8.583936235,-0.040300277,7.130197873,12.72250599,16.64550009,18.95642723,19.81647844,19.46653562,18.20143938,16.36039117,14.27955459,12.25810602,10.49095229,9.035520835,7.901224124,7.118712198,6.729241615,6.731607983,7.026257609,7.438877049,7.795808038,8.028149095,8.153751956,8.306659394,8.642979417,9.207704657,9.933871002,10.63740148,11.07801732,11.01832816,10.27302452,8.755858651,6.505763813,3.680777326,0.491377654,-2.86959007,-6.243007136,-9.47577244,-12.40645978,-14.8840953,-16.77531682,-17.991534,-18.53781152,-18.48596035,-17.93033949,-16.98578369,-15.72850523,-14.20816167,-12.45785648,-10.49877266,-8.355634753,-6.074696779,-3.764528544,-1.563999797,0.40277072,2.056696914,3.35169273,4.236553054,4.680179502,4.705383146,4.406439012,3.928154283,3.407601316,2.918687998,2.481773038,2.070893344,1.635412352,1.148764242,0.621395516,0.08750229,-0.418081065,-0.877730643,-1.293034037,-1.675916657,-2.032804647
test1059,-7.4,298,0.088290225,0.357030987,0.804727402,1.430034345,2.232382072,3.211699313,4.367783646,5.700750835,7.211461482,8.899124966,10.75838348,12.78155734,14.9638614,17.29771284,19.76438995,22.34220171,25.01171623,27.75534508,30.55654106,33.40013332,36.27315039,39.16291264,42.05645381,44.94501465,47.82912229,50.72169784,53.65198886,56.68065563,59.93978369,63.61555516,64.41168903,35.68165005,-46.30833116,-131.8185883,-170.1965729,-167.8241551,-139.4737346,-100.2597937,-59.21764347,-20.01790101,15.87740574,48.01498134,76.12016235,98.46098395,110.0136356,104.5631477,80.43933395,42.8746387,0.582400131,-38.81531109,-69.31791299,-86.2352667,-79.96066043,-35.22222899,58.0847443,187.9357696,314.3040809,406.2493257,463.3480748,486.5939035,478.8767759,445.3122761,391.7173977,325.5174899,252.8881558,178.7969107,106.5436032,38.26124687,-25.13356833,-83.23246668,-136.3553317,-183.9435958,-225.3864611,-259.4216991,-284.3827475,-298.7995345,-302.1092336,-295.187859,-279.5774328,-256.6797659,-228.1428701,-195.8530815,-161.3695246,-126.049816,-91.09137012,-57.55151451,-26.45238005,1.363104721,25.29993784,44.96494938,60.42769032,72.16918525,80.77264133,86.78915379,90.65497442,92.72000025,93.29688967,92.63089035,90.96677507,88.6210156,85.91355961,83.17424848,80.51886346,77.63136186,73.94504019,69.00502795,62.57313028,54.62785942,45.55830775,36.08604427,26.86641472,18.20156904,9.97919156,1.834885311,-6.623863856,-15.8492184,-26.01259681,-36.87504688,-47.99038866,-58.89568679,-69.18945854,-78.54408843,-86.66362015,-93.28345931,-98.14027159,-101.0256304,-101.8953341,-100.8923063,-98.30901126,-94.54880284,-89.95946308,-84.63289949,-78.35541479,-70.84784501,-62.02519307,-51.93618633,-40.68843101,-28.4456365,-15.41761152,-1.894157659,11.73739908,24.92044038,36.97415688,47.26771108,55.4109234,61.33410147,65.17119119,67.1464195,67.58187706,66.83415599,65.15139004,62.73087521,59.80037714,56.61926091,53.33317657,49.93234475,46.3325933,42.4511287,38.2899378,33.84383237
test1003,-2.1,298,0.052309634,0.211086015,0.474253722,0.839384786,1.304386372,1.867118111,2.524097872,3.269541516,4.096064346,4.996593335,5.965581733,6.998786059,8.092431117,9.242120018,10.44263816,11.68840027,12.97316548,14.29012933,15.63241679,16.99343369,18.36706229,19.74731674,21.12913076,22.51000705,23.89229357,25.28495219,26.70342069,28.17251759,29.73398588,31.43631973,33.2412882,34.28383065,32.2414346,26.53255946,19.98404281,15.35313779,13.31178903,13.30904188,14.64412071,16.83047012,19.56761585,22.6324446,25.67738269,27.8777714,27.74928644,23.65169593,14.95258169,2.78307611,-10.48924534,-22.45383131,-31.10165145,-34.00087404,-28.0965012,-10.75109803,17.27459475,50.58157294,79.30257068,98.56785544,108.2772599,109.3768628,103.9463369,93.86141265,80.69370182,65.64469207,50.59267598,36.17127424,22.64246803,9.988851534,-1.908130109,-13.20343078,-24.00864602,-34.30033056,-43.91533797,-52.5862745,-59.93628947,-65.64200417,-69.44665751,-71.19601994,-70.78611376,-68.21793051,-63.69910168,-57.57850165,-50.1525549,-41.6678572,-32.40736535,-22.74062798,-13.09300092,-3.889047484,4.35856796,11.38215178,17.12216351,21.59558953,24.88407919,27.1111936,28.40582744,28.88551938,28.60405908,27.55421392,25.71724018,23.12438709,19.92454621,16.30634659,12.46601653,8.60733016,4.937919223,1.646296728,-1.111712466,-3.225074158,-4.673093226,-5.515231866,-5.880458423,-5.939656006,-5.870189683,-5.829256069,-5.927667406,-6.223888367,-6.740360218,-7.480036945,-8.439113827,-9.595405099,-10.87746013,-12.21305465,-13.49914192,-14.60974014,-15.42391627,-15.87119299,-15.94095667,-15.66937759,-15.10784743,-14.29296432,-13.23713222,-11.93840549,-10.39746415,-8.636515355,-6.699769536,-4.645387198,-2.539121108,-0.44579387,1.573616753,3.461823836,5.177310078,6.702505206,8.030193907,9.164964927,10.10613106,10.84138458,11.35553316,11.63867606,11.67423119,11.44953893,10.97332162,10.26248319,9.343094078,8.254665217,7.040644803,5.742689581,4.397601616,3.037537932,1.690470809,0.383034002
0142die,-1.43,298,0.043378502,0.175604084,0.396476302,0.705828962,1.103310484,1.587745274,2.156486851,2.80491175,3.526532284,4.314233362,5.162091041,6.066017641,7.022981763,8.029854913,9.082578919,10.17578083,11.3031251,12.45841087,13.63568347,14.82861977,16.03071495,17.23649612,18.44254662,19.648867,20.86106869,22.09160662,23.36162301,24.70708889,26.18006895,27.82988543,29.68030008,31.72655753,33.94696474,36.3134272,38.7781105,41.1418637,42.56618749,41.57971909,37.90019454,33.26584647,29.72432205,28.16073681,28.18448043,28.3736188,26.61976334,21.02224491,11.0061583,-2.274540094,-16.58550085,-29.69598915,-40.03653676,-47.0486074,-51.0638959,-52.82447409,-52.86247765,-51.32254836,-47.72824354,-40.93268811,-29.57358563,-13.19196737,6.9111289,28.05170685,46.79171921,59.88895926,68.03537119,72.32016749,73.55550698,72.30517545,68.97545085,63.91654237,57.45686434,49.94396197,41.71386165,33.05558137,24.24961874,15.57839869,7.141381071,-0.952561703,-8.537168422,-15.3782426,-21.20573028,-25.77778241,-28.94912117,-30.7339109,-31.27319316,-30.78818455,-29.5199246,-27.70062247,-25.53444863,-23.18173753,-20.75983975,-18.37569358,-16.14610665,-14.20594156,-12.6722926,-11.57575303,-10.86036529,-10.41377873,-10.10772105,-9.837517795,-9.535124573,-9.143627339,-8.612728899,-7.910914385,-7.047587116,-6.064547191,-4.998190807,-3.83305935,-2.503881204,-0.942110354,0.884627509,2.944565973,5.139517688,7.338124088,9.401918702,11.19671773,12.63530652,13.69396227,14.39061427,14.73528003,14.71361384,14.29888577,13.47082944,12.24338909,10.66426387,8.809330203,6.761946008,4.598651183,2.393139686,0.220711019,-1.87168635,-3.851684795,-5.695624766,-7.377465212,-8.865182923,-10.12487753,-11.12653745,-11.85045068,-12.29202502,-12.4619891,-12.38381458,-12.08794781,-11.60929808,-10.97296396,-10.19098757,-9.267899766,-8.210928722,-7.038541178,-5.782527594,-4.484422937,-3.190240255,-1.940326286,-0.765229045,0.311325997,1.274492444,2.117302335,2.837863902,3.437189896,3.916853557,4.277761189
0219hyd,-0.7,298,0.009771175,0.039424259,0.088477039,0.156114872,0.241278595,0.342947482,0.460451362,0.593278909,0.740571226,0.901022061,1.073208372,1.256035866,1.449373717,1.654576098,1.873194861,2.105078354,2.348444125,2.601195831,2.861764385,3.129072128,3.402263062,3.680681501,3.96399925,4.252593963,4.548532069,4.857593658,5.192507553,5.576879759,6.048594504,6.660996703,7.438644768,7.578792336,3.624348532,-6.684919428,-18.98595152,-27.27072865,-29.80932395,-28.72178863,-26.56248068,-24.42247705,-22.31103336,-19.99409109,-17.43452305,-14.79304235,-12.30571255,-10.19376138,-8.625762877,-7.713873434,-7.524441951,-8.090432561,-9.421405322,-11.51696051,-14.41475799,-18.22089439,-22.90962783,-27.61977257,-29.10660179,-20.77395415,4.376595521,44.2365419,73.85565614,91.50876805,100.0067238,101.764617,98.64285641,92.06642936,83.12378368,72.67768853,61.35705506,49.64073187,37.91168885,26.50085858,15.67430207,5.570180682,-3.800451466,-12.48473883,-20.49425076,-27.71462435,-33.85080567,-38.50503188,-41.63211152,-43.40337958,-44.13295494,-44.07334426,-43.31530276,-41.77392006,-39.30747976,-36.10367092,-32.45885409,-28.64527197,-24.82998593,-21.10184071,-17.51851338,-14.11129183,-10.89300269,-7.891880525,-5.126071397,-2.596682553,-0.306579524,1.741100994,3.544402041,5.106213957,6.435403943,7.544666035,8.453792757,9.192738022,9.801008482,10.32545898,10.81461685,11.31469019,11.86435803,12.4901562,13.18407924,13.86099717,14.442424,14.84248638,14.98113824,14.79720289,14.25461269,13.34658285,12.10243703,10.55911678,8.763476273,6.77263409,4.649992637,2.461488954,0.272247075,-1.856063703,-3.867401944,-5.712557582,-7.349840006,-8.745981159,-9.875229669,-10.72109658,-11.27674678,-11.54434134,-11.53461265,-11.26547353,-10.75722468,-10.03923139,-9.1461163,-8.114556369,-6.982314846,-5.787130951,-4.56550103,-3.351556721,-2.1807211,-1.081410023,-0.073551851,0.827207112,1.609860113,2.268117081,2.799604469,3.20535811,3.489501281,3.658893068,3.722703277,3.691957854,3.579314172,3.398263417
0199chl,-0.5,298,0.016196299,0.065553445,0.147888257,0.262753913,0.409254594,0.585976066,0.791305607,1.02374725,1.281926341,1.564571373,1.870376032,2.198038762,2.546596639,2.915188277,3.302746973,3.707886968,4.128699031,4.56298107,5.008940059,5.465532108,5.932800051,6.411981302,6.904663335,7.411295701,7.930821638,8.46142486,9.001889188,9.55215496,10.1131893,10.68612065,11.25073756,11.57594562,11.01134348,9.119392933,6.319555997,3.420793978,0.951277294,-1.01309221,-2.664399837,-4.390350291,-7.02178205,-11.40656726,-17.2871988,-23.28441263,-27.61816093,-30.18468149,-31.4034993,-31.57507818,-30.87883787,-29.17049645,-25.42478029,-17.60251102,-3.643232729,16.37084265,39.45096406,60.62591978,74.69833193,83.5863294,89.68270534,94.07079528,95.71251611,91.81356873,83.8781372,73.53073803,62.18371668,51.09136796,40.29573282,29.72558241,19.37979922,9.273565686,-0.46179195,-9.697599602,-18.29733764,-26.10490576,-32.98684445,-38.89343521,-43.89484923,-48.04928633,-51.26488094,-53.2880588,-53.90027655,-53.10038961,-51.09362465,-48.2472511,-44.85993277,-41.11670516,-37.15938692,-33.1138741,-29.08926533,-25.17312627,-21.41375143,-17.79733746,-14.22368004,-10.54677896,-6.63276453,-2.439377801,1.835548023,5.943324845,9.727573011,13.1506388,16.2550136,19.07694239,21.63448183,23.91961665,25.90881625,27.58530992,28.94956183,30.01387788,30.73359301,30.99835966,30.68498882,29.71202183,28.10916599,25.94088412,23.27199843,20.17323487,16.72146151,12.9974685,9.08632947,5.07734414,1.062043634,-2.871512549,-6.64084604,-10.16280455,-13.34610768,-16.14226134,-18.51788916,-20.44893158,-21.92063631,-22.9300069,-23.48814115,-23.61104737,-23.32127845,-22.64511921,-21.61430703,-20.2663625,-18.64400723,-16.79407286,-14.76352906,-12.60128521,-10.35589444,-8.074284818,-5.800484775,-3.574620445,-1.431777207,0.597356119,2.487228661,4.217664459,5.772847852,7.140413206,8.311965792,9.28240611,10.04590593,10.60253346,10.95765578,11.1193991,11.09830153,10.90675858,10.55960132,10.07273877
