Mol,HFE,Temp,hnc_w_40,hnc_w_80,hnc_w_120,hnc_w_160,hnc_w_200,hnc_w_240,hnc_w_280,hnc_w_320,hnc_w_360,hnc_w_400,hnc_w_440,hnc_w_480,hnc_w_520,hnc_w_560,hnc_w_600,hnc_w_640,hnc_w_680,hnc_w_720,hnc_w_760,hnc_w_800,hnc_w_840,hnc_w_880,hnc_w_920,hnc_w_960,hnc_w_1000,hnc_w_1040,hnc_w_1080,hnc_w_1120,hnc_w_1160,hnc_w_1200,hnc_w_1240,hnc_w_1280,hnc_w_1320,hnc_w_1360,hnc_w_1400,hnc_w_1440,hnc_w_1480,hnc_w_1520,hnc_w_1560,hnc_w_1600,hnc_w_1640,hnc_w_1680,hnc_w_1720,hnc_w_1760,hnc_w_1800,hnc_w_1840,hnc_w_1880,hnc_w_1920,hnc_w_1960,hnc_w_2000,hnc_w_2040,hnc_w_2080,hnc_w_2120,hnc_w_2160,hnc_w_2200,hnc_w_2240,hnc_w_2280,hnc_w_2320,hnc_w_2360,hnc_w_2400,hnc_w_2440,hnc_w_2480,hnc_w_2520,hnc_w_2560,hnc_w_2600,hnc_w_2640,hnc_w_2680,hnc_w_2720,hnc_w_2760,hnc_w_2800,hnc_w_2840,hnc_w_2880,hnc_w_2920,hnc_w_2960,hnc_w_3000,hnc_w_3040,hnc_w_3080,hnc_w_3120,hnc_w_3160,hnc_w_3200,hnc_w_3240,hnc_w_3280,hnc_w_3320,hnc_w_3360,hnc_w_3400,hnc_w_3440,hnc_w_3480,hnc_w_3520,hnc_w_3560,hnc_w_3600,hnc_w_3640,hnc_w_3680,hnc_w_3720,hnc_w_3760,hnc_w_3800,hnc_w_3840,hnc_w_3880,hnc_w_3920,hnc_w_3960,hnc_w_4000,hnc_w_4040,hnc_w_4080,hnc_w_4120,hnc_w_4160,hnc_w_4200,hnc_w_4240,hnc_w_4280,hnc_w_4320,hnc_w_4360,hnc_w_4400,hnc_w_4440,hnc_w_4480,hnc_w_4520,hnc_w_4560,hnc_w_4600,hnc_w_4640,hnc_w_4680,hnc_w_4720,hnc_w_4760,hnc_w_4800,hnc_w_4840,hnc_w_4880,hnc_w_4920,hnc_w_4960,hnc_w_5000,hnc_w_5040,hnc_w_5080,hnc_w_5120,hnc_w_5160,hnc_w_5200,hnc_w_5240,hnc_w_5280,hnc_w_5320,hnc_w_5360,hnc_w_5400,hnc_w_5440,hnc_w_5480,hnc_w_5520,hnc_w_5560,hnc_w_5600,hnc_w_5640,hnc_w_5680,hnc_w_5720,hnc_w_5760,hnc_w_5800,hnc_w_5840,hnc_w_5880,hnc_w_5920,hnc_w_5960,hnc_w_6000,hnc_w_6040,hnc_w_6080,hnc_w_6120,hnc_w_6160,hnc_w_6200,hnc_w_6240,hnc_w_6280,hnc_w_6320,hnc_w_6360,hnc_w_6400
test1035,-5.4,298,0.06967721,0.282591911,0.639735488,1.142096472,1.789385141,2.578709639,3.503375475,4.553946523,5.719830114,6.990420657,8.356173199,9.808965182,11.3416676,12.94686864,14.61582501,16.33949895,18.10915942,19.91618187,21.75199263,23.60846461,25.47944573,27.36174699,29.25480973,31.16121471,33.08529819,35.03031171,36.99899494,38.99493187,41.02362127,43.09001421,45.19407239,47.32939969,49.48519937,51.64958146,53.80934821,55.8947493,57.60569573,58.3900989,57.83308929,55.96276935,53.13368957,49.78789806,46.25527911,42.48209583,37.59120209,30.07519005,19.17604165,5.8883881,-7.667725312,-19.56527637,-28.78674715,-35.23699809,-39.42957471,-41.97371007,-42.92871471,-40.33962368,-29.62753372,-6.259052681,29.62666973,70.99451594,101.4614747,118.2380891,125.0136676,124.6046695,119.1325638,110.1753802,98.90666095,86.22399644,72.83407502,59.28243239,45.96349695,33.13593094,20.94708115,9.615948336,-0.726089392,-9.846197775,-17.75662538,-24.38626495,-29.56455697,-33.16936255,-35.34927223,-36.51571807,-37.02886874,-37.16786858,-37.14509385,-37.11353017,-37.1670266,-37.33251724,-37.5621378,-37.75235189,-37.79882929,-37.64636868,-37.28605379,-36.70478599,-35.85916467,-34.70756096,-33.2993947,-31.72029898,-30.02495367,-28.2481803,-26.41032954,-24.49012715,-22.51076334,-20.49769698,-18.47016107,-16.44405282,-14.41877657,-12.40418655,-10.3960425,-8.362539627,-6.245409513,-3.950282817,-1.360050143,1.607933933,4.912858575,8.416883817,11.92794427,15.26879966,18.28353121,20.81436523,22.70522075,23.79271082,23.94078536,23.08193559,21.26861389,18.71654652,15.67447055,12.36584541,8.956061994,5.562424564,2.273598815,-0.826585756,-3.66919648,-6.208077047,-8.414625982,-10.2655759,-11.73173972,-12.78608778,-13.42164425,-13.64444482,-13.46681423,-12.90863664,-12.03429712,-10.97711314,-9.873247983,-8.817571466,-7.824419693,-6.865591643,-5.911497628,-4.932999186,-3.892703901,-2.757199939,-1.525254731,-0.252829432,0.966057027,2.04275366,2.935779826,3.638163097,4.152745394,4.50783173
0082hep,-3.04,298,0.066592364,0.268972495,0.605063061,1.072161895,1.667433639,2.387491267,3.227758408,4.182468713,5.245297473,6.409882404,7.669441958,9.01610324,10.44072229,11.93321555,13.48326932,15.08119937,16.71819377,18.38607398,20.07706223,21.78313007,23.49586169,25.20804677,26.91585883,28.62073276,30.33093461,32.0618461,33.83366928,35.66462737,37.56454832,39.53540951,41.51306241,42.73160385,41.18035155,36.47991929,31.31665811,28.15651285,27.41886879,28.41079725,30.3462244,32.71050444,35.23156039,37.71873042,39.79700363,40.61615739,38.88884024,33.42083008,23.9332006,11.5286962,-1.750934953,-13.84804117,-23.24301493,-28.70899905,-28.84715572,-22.14790068,-8.57948329,9.532992608,26.84712377,39.59960873,48.64464522,54.49146848,57.46530534,57.90666386,56.1914941,52.64401773,47.83411384,42.24912575,36.22462821,29.93078413,23.47495841,16.82722809,10.15640572,3.508442753,-2.997153081,-9.159307859,-14.74924656,-19.57810932,-23.54226349,-26.67138613,-29.00353303,-30.53172269,-31.24527647,-31.17370683,-30.3719498,-28.93567277,-27.00092303,-24.71684261,-22.20535746,-19.55361641,-16.84395076,-14.18299031,-11.70078781,-9.514901013,-7.693006014,-6.240125648,-5.11740573,-4.276526047,-3.643416442,-3.088318154,-2.494830585,-1.797604811,-0.997517608,-0.161454898,0.651286863,1.422332987,2.146942727,2.805029814,3.355729312,3.768136128,4.050170483,4.245212398,4.393467783,4.499364612,4.54218099,4.493348458,4.332508195,4.053967665,3.649225209,3.119241291,2.461089429,1.674760505,0.777556879,-0.185973932,-1.173680151,-2.152511619,-3.091882615,-3.965133353,-4.751575156,-5.436395315,-6.018626394,-6.499191057,-6.874986101,-7.140407819,-7.285680979,-7.296150596,-7.157593035,-6.86364778,-6.41890027,-5.83692724,-5.142568616,-4.371915858,-3.567758191,-2.772251783,-2.016819305,-1.314940228,-0.667959888,-0.072574255,0.47814389,0.984640392,1.437368694,1.815393108,2.092569065,2.25026176,2.284239588,2.208559272,2.050538835,1.840034952,1.599672981,1.343661879,1.078167661,0.804323151
0046eth,-9.3,298,0.027234199,0.110110472,0.248050976,0.440044382,0.684527288,0.979500683,1.322707653,1.711549341,2.143324449,2.616773546,3.131975475,3.686396607,4.275397096,4.895885856,5.547738624,6.231493671,6.945187936,7.684039517,8.442299923,9.214832097,9.998016819,10.78947877,11.58966519,12.40669281,13.26285387,14.20237152,15.29013901,16.0919256,12.08843297,-0.850657921,-13.13683382,-15.50226713,-11.59821671,-8.78896167,-10.89201008,-14.87080483,-16.89465624,-15.74990113,-12.04782786,-6.977819318,-1.565858451,3.516578664,7.880004525,11.1738159,12.65466193,11.13253089,5.85228937,-2.64787533,-12.8399814,-23.16681066,-32.33191693,-39.05948794,-39.9810098,-29.02970267,-1.489735858,40.51906074,85.14631015,114.108622,128.8679591,132.8223522,128.8161614,119.1619571,105.6920856,89.81884191,72.75797041,55.44843925,38.33147203,21.78253692,6.106768937,-8.510028674,-22.00601619,-34.22123157,-44.75664403,-53.40291922,-59.76731497,-63.44710231,-64.40909466,-63.16431455,-60.32755256,-56.35808046,-51.6210667,-46.37568152,-40.78284958,-34.93272276,-28.87881674,-22.69170581,-16.5951335,-10.98952073,-6.263490341,-2.615143802,-0.01399572,1.716454151,2.790901493,3.385282425,3.611662505,3.570722899,3.439809,3.41761453,3.611010388,4.018869188,4.582952911,5.275196273,6.143437428,7.273039756,8.702673672,10.42863621,12.40260385,14.56186146,16.82368881,19.05008944,21.01267261,22.41097362,22.95036728,22.47698087,21.01651812,18.65947534,15.55164283,11.88347119,7.861024443,3.683553476,-0.452405787,-4.366272217,-7.921727361,-11.03925398,-13.67738654,-15.81585997,-17.42499111,-18.49556532,-19.04114466,-19.08610723,-18.66457753,-17.82653579,-16.63035573,-15.14008045,-13.42236334,-11.54259043,-9.563464875,-7.545641417,-5.54708112,-3.613298827,-1.782906232,-0.088259733,1.444729286,2.795879489,3.949814909,4.896903433,5.635124249,6.16845781,6.505972863,6.66131258,6.651870719,6.497425359,6.219946267,5.841926099,5.385931989,4.873744518,4.325775973,3.761333774,3.196348077,2.643370812
test2024,-5.22,298,0.049457086,0.199858469,0.449729895,0.79701234,1.239670669,1.775609109,2.401974216,3.114033769,3.906202784,4.773718568,5.712186698,6.716820858,7.781776734,8.900413645,10.0664285,11.27391043,12.51703943,13.78971024,15.08528713,16.39667153,17.71803867,19.04691721,20.38401208,21.73236438,23.0956187,24.47605488,25.87306791,27.28274891,28.70236408,30.1313395,31.56611515,32.94427105,34.00359826,34.39500468,34.06628987,33.2902763,32.34501406,31.28486303,30.01820198,28.49462721,26.75601138,24.88957355,22.98753349,21.11893973,19.32349233,17.61740755,16.0023016,14.4728444,13.03019469,11.78278514,11.34083644,13.25826074,19.33317939,29.63776223,41.57518799,50.46770834,54.73875368,58.32506907,63.99407273,71.73204658,77.22736866,76.22621173,71.11179659,63.67734935,55.0338787,45.87255239,36.63293829,27.61414006,19.18522853,11.42134415,4.295638265,-2.206507188,-8.053939642,-13.18773485,-17.57069182,-21.17583355,-24.09265409,-26.30150101,-27.76522285,-28.46811698,-28.49828706,-28.10319687,-27.51157862,-26.85002196,-26.15930482,-25.4263955,-24.64068891,-23.80132176,-22.90735489,-21.97349449,-21.01510741,-20.02338828,-18.95417226,-17.7483249,-16.38254115,-14.9400978,-13.55045733,-12.29535724,-11.17922409,-10.14712191,-9.143331604,-8.172795685,-7.286806103,-6.508048799,-5.819268771,-5.174407856,-4.521762407,-3.829448322,-3.099857167,-2.348968124,-1.56022806,-0.673083409,0.426629143,1.855501766,3.641158273,5.686140433,7.891861672,10.18414777,12.43886343,14.45940656,16.01035605,16.88012085,16.9366798,16.18834895,14.75830932,12.75189512,10.24770547,7.326829854,4.116576714,0.770919091,-2.589486589,-5.864368477,-8.982188417,-11.88912845,-14.54494314,-16.91704211,-18.95937218,-20.59000442,-21.707934,-22.22764828,-22.13736285,-21.5207153,-20.47443933,-19.11123891,-17.55501707,-15.90725553,-14.23742304,-12.57565932,-10.91712108,-9.239135921,-7.529714118,-5.809495098,-4.108033386,-2.457422132,-0.892987,0.559424463,1.883981354,3.077678278,4.14921936,5.116833893
0052pen,-4.47,298,0.057219932,0.230791127,0.518216965,0.916551865,1.423127522,2.035304493,2.749431234,3.559970177,4.459639213,5.441404511,6.499206024,7.625726743,8.81217875,10.05051925,11.33500808,12.66160697,14.02531938,15.41889334,16.83387504,18.26144236,19.69349993,21.12381808,22.54829571,23.96851554,25.39801866,26.86790007,28.42530964,29.84009477,28.61677428,22.47244641,16.64024359,16.40558508,19.65174372,22.47772605,22.66117596,21.71998842,21.55144426,22.76633323,25.09131223,27.9880412,31.00057135,33.82841506,36.27568102,38.03035981,38.14953048,34.9228667,27.00813709,14.78301347,0.231855142,-14.32628873,-27.04000081,-36.35883523,-40.54386026,-36.60950445,-22.34079556,0.764240445,24.9143138,41.63423384,52.46550897,58.81783632,61.68885801,61.81624134,59.70940163,55.71731036,50.40058811,44.30891976,37.71099229,30.74212107,23.4773552,15.95602903,8.256814887,0.502210777,-7.009446123,-13.84746294,-19.63385243,-24.03140802,-26.93748146,-28.55994149,-29.16249466,-28.96734186,-28.13331059,-26.73984848,-24.82158116,-22.40491502,-19.52080214,-16.26423804,-12.81256556,-9.417068978,-6.350316158,-3.853463443,-2.101141563,-1.174750327,-1.043528755,-1.587556743,-2.620695486,-3.910587839,-5.197590091,-6.269229644,-7.010834043,-7.423329648,-7.591808482,-7.638018052,-7.660794586,-7.696432999,-7.72038093,-7.662449908,-7.427478108,-6.925158609,-6.089730837,-4.90482945,-3.424417279,-1.759896273,-0.042143014,1.611981529,3.112882168,4.391335055,5.392785114,6.092744388,6.48639128,6.594511068,6.459809951,6.129792708,5.646761112,5.053515635,4.393859914,3.704129889,3.002734154,2.284574952,1.529718682,0.724351263,-0.128336734,-1.007618216,-1.875773742,-2.676991265,-3.361410152,-3.897101709,-4.271140949,-4.486707229,-4.561452806,-4.521884986,-4.388995302,-4.177228418,-3.896014474,-3.55576892,-3.169711665,-2.750788296,-2.311605457,-1.870909027,-1.462363019,-1.132855217,-0.921280946,-0.838705417,-0.868407391,-0.975324468,-1.121548372,-1.280073615,-1.433701374,-1.569111806,-1.681066452,-1.769988067
0034hex,0.29,298,0.051470581,0.207523179,0.465721975,0.823322451,1.278075815,1.827835527,2.469527307,3.198400501,4.008011524,4.890898512,5.839575172,6.84712807,7.907115005,9.013337272,10.16010311,11.34248261,12.5558215,13.79536988,15.05616404,16.33301941,17.62032953,18.9122779,20.20363907,21.49138551,22.77745104,24.07155613,25.39059344,26.75405968,28.18010583,29.68321484,31.27207,32.94828745,34.70847849,36.54688462,38.44332032,40.32943475,42.0729696,43.4927889,44.42405843,44.8472368,44.9215229,44.86978602,44.83529232,44.64775331,43.38100209,39.34760988,31.23608836,19.35912836,5.57107609,-7.865450303,-19.23889182,-27.61490879,-33.23905728,-36.7412692,-38.5688903,-38.88007531,-37.43170527,-33.54696503,-26.44482943,-15.91903722,-2.762256026,10.98743314,22.56904565,31.6130193,38.26333195,42.56197864,44.86142287,45.42765109,44.44298819,42.07014882,38.51403558,34.03344843,28.90369096,23.38914342,17.71279726,12.05182416,6.567710704,1.424817776,-3.230411891,-7.238221314,-10.43967912,-12.69156509,-13.96958852,-14.39134393,-14.14617848,-13.42617105,-12.38729277,-11.18071244,-9.96036721,-8.884129663,-8.098923892,-7.711617632,-7.760182652,-8.214300953,-8.997678488,-9.999025418,-11.09700827,-12.1666104,-13.09910744,-13.83943013,-14.37994428,-14.74822992,-14.97731862,-15.07485242,-15.02057206,-14.77517334,-14.29002495,-13.51451424,-12.40965625,-10.96762457,-9.224315996,-7.249981752,-5.125943569,-2.93016557,-0.735725443,1.394039713,3.395693866,5.194778899,6.722270513,7.927036211,8.784148107,9.295829935,9.484741157,9.385609578,9.033653144,8.461840135,7.69380245,6.749394394,5.648625033,4.415124029,3.083748514,1.70332123,0.331935169,-0.971452245,-2.158950042,-3.191681324,-4.043433556,-4.704153928,-5.180061214,-5.487622992,-5.647925453,-5.678198388,-5.587681234,-5.383247558,-5.072976351,-4.668392684,-4.18589161,-3.645853379,-3.070538064,-2.484038772,-1.911999737,-1.380344272,-0.90939863,-0.508086522,-0.173790819,0.1037824,0.335966561,0.530360839,0.688467092,0.808460345
0175odi,-1.36,298,0.031736903,0.128438212,0.289902728,0.516147657,0.807469456,1.163888007,1.584415754,2.066585505,2.607036836,3.202385811,3.849686122,4.546296099,5.289424987,6.075829974,6.901742585,7.762859874,8.654686463,9.572505319,10.51148478,11.46684602,12.43434649,13.41194615,14.39984329,15.40019348,16.41692727,17.45563741,18.52389229,19.63530985,20.81050098,22.06935463,23.42556032,24.88712596,26.45826703,28.14055101,29.92592988,31.75744459,33.47570871,34.86632675,35.80955592,36.34994976,36.62816066,36.78574371,36.88307804,36.70341764,35.49513119,32.21053162,26.33808451,18.41478731,9.697239361,1.468392076,-5.338131314,-10.27069298,-13.62427655,-15.7599643,-16.71394224,-15.94165999,-12.30486958,-4.755333432,6.626921506,20.25588529,32.37737294,40.36502703,44.64375732,45.87405193,44.96690104,42.58499681,39.17812298,35.03960654,30.3709789,25.33715604,20.0948906,14.79630021,9.573999769,4.532570745,-0.247733728,-4.709457162,-8.776412046,-12.27977786,-15.0849745,-17.09522461,-18.28356221,-18.74439771,-18.63094344,-18.10082646,-17.30590753,-16.38488523,-15.44599114,-14.56402507,-13.79833943,-13.19429148,-12.77369457,-12.52813955,-12.42578504,-12.4174154,-12.445616,-12.47078001,-12.47195452,-12.42695545,-12.31505858,-12.11489738,-11.80276097,-11.35504512,-10.75127486,-9.97969693,-9.038163061,-7.936105344,-6.696125802,-5.340697981,-3.891770362,-2.378388329,-0.834860921,0.699361579,2.1872805,3.593015466,4.884092106,6.037584771,7.01775448,7.776750223,8.276884402,8.494346709,8.413433829,8.024770254,7.333399582,6.36028553,5.166820116,3.839391521,2.458352512,1.092393366,-0.206200603,-1.396799685,-2.44809577,-3.333808162,-4.02659038,-4.501998808,-4.745722957,-4.761174621,-4.575678275,-4.241044587,-3.821793547,-3.378301655,-2.949455143,-2.546732818,-2.17832726,-1.852765412,-1.576847865,-1.353318389,-1.183826227,-1.072745445,-1.029149432,-1.063793676,-1.178741652,-1.358528892,-1.579898596,-1.812249481,-2.018518792,-2.161305153,-2.212351949,-2.168907489,-2.055952208,-1.899069407
0050met,-4.51,298,0.044102412,0.178556502,0.403109704,0.717272169,1.120157727,1.610331906,2.185773218,2.843852343,3.58134962,4.395689028,5.285539505,6.24832614,7.279562384,8.373870437,9.525268329,10.72695956,11.97019246,13.24449055,14.53857022,15.84107913,17.1425474,18.43541778,19.71460172,20.98174225,22.24965218,23.54723821,24.91691887,26.05799803,24.03603577,16.51480852,10.01777176,9.839958628,13.08077147,15.80532633,15.54550055,13.88604085,13.00615897,13.70472241,15.70734015,18.38972173,21.21578946,23.84029805,26.06174917,27.66076554,28.04186046,26.09051076,20.86947782,12.53709264,2.339706474,-8.1995015,-17.75935245,-24.83173291,-27.13698409,-21.29358534,-5.364087348,18.21443597,39.89179569,53.67055113,61.53813037,64.94138193,64.92980589,62.28738948,57.62872574,51.36937214,43.94956909,35.81835404,27.30982798,18.67964836,10.51417711,2.870423261,-4.358447414,-11.21057086,-17.61080016,-23.3456864,-28.11245766,-31.67057689,-34.03439914,-35.3994934,-35.99549844,-36.01193948,-35.58187618,-34.78333567,-33.62593301,-32.09017634,-30.18734095,-27.98315506,-25.57633831,-23.04370988,-20.41004223,-17.65842268,-14.75167611,-11.65439701,-8.353688209,-4.858954075,-1.184014889,2.673350157,6.719781057,10.83720213,14.77246462,18.34857102,21.34092041,23.54556876,24.85629107,25.23974675,24.78784739,23.7285158,22.27941543,20.59318468,18.78045649,16.91577388,15.0334138,13.13208063,11.17585203,9.088073987,6.793843377,4.259135921,1.513539847,-1.356239335,-4.238571809,-7.023397368,-9.614706634,-11.92879296,-13.89824216,-15.48638662,-16.65481357,-17.41587846,-17.81189351,-17.87887984,-17.64518691,-17.13648763,-16.37852741,-15.40000946,-14.23487371,-12.92635511,-11.50239235,-9.99247844,-8.428322885,-6.8411649,-5.259117168,-3.705411357,-2.199447903,-0.756828106,0.609594119,1.890936869,3.081116466,4.175466649,5.169228192,6.05791632,6.836544968,7.49932619,8.040107553,8.452014791,8.72233082,8.842965812,8.80989344,8.621606575,8.279775321,7.790201467,7.163588649,6.415621814
test1029,-4.2,298,0.106489246,0.431838544,0.977220366,1.743463497,2.729110649,3.928405759,5.330388644,6.919518855,8.678284454,10.58915542,12.63613056,14.80570293,17.08611316,19.46571309,21.93073757,24.46540147,27.05430873,29.68333374,32.33890941,35.00748845,37.67756448,40.34259342,43.00127485,45.65864713,48.32406401,51.00612526,53.71006172,56.43639894,59.17866592,61.81767198,63.16398415,60.11241582,51.7587287,42.02549962,35.11841193,32.30707257,32.64602903,34.50878789,36.54138487,37.99153885,38.64416794,38.61300463,38.08131775,36.8985104,33.98589817,27.64187567,17.25910883,4.33755082,-8.438704828,-18.16364032,-22.0641621,-17.35682354,-1.825565312,23.64309359,53.81476651,84.64536177,118.6699939,156.9873643,195.5651715,221.3009418,224.0536621,209.5038357,183.5974176,152.4502838,121.7106785,92.36142785,64.87031541,39.55103324,16.4852903,-4.317787512,-22.90087575,-39.26759117,-53.03565463,-64.10817159,-72.49598559,-78.46749727,-82.27018816,-84.07098253,-84.03280621,-82.38975736,-79.52537452,-75.71417852,-71.16036116,-66.1000194,-60.76427199,-55.31102884,-49.93507826,-44.89246693,-40.32596879,-36.26410585,-32.609694,-29.16943808,-25.68732471,-21.90842363,-17.75464618,-13.36026973,-8.906966668,-4.515032885,-0.314802184,3.537912309,6.871002661,9.536262387,11.46756309,12.72207484,13.39102179,13.52916168,13.20264997,12.4852416,11.44648445,10.13004842,8.577371479,6.869859015,5.175153037,3.719369821,2.714057621,2.239230848,2.123261005,2.137542602,2.087909925,1.835013694,1.305680166,0.482484426,-0.612360377,-1.946692544,-3.508966388,-5.348576498,-7.516881852,-10.07106514,-12.93045575,-15.86025579,-18.58126498,-20.88326318,-22.63210584,-23.76911714,-24.27850964,-24.12987898,-23.27056115,-21.65510671,-19.31507976,-16.40181092,-13.09467715,-9.571677847,-6.008310696,-2.570675387,0.618883283,3.517248673,6.103100384,8.360820275,10.24416143,11.69244643,12.65263283,13.12457092,13.16277699,12.8335468,12.1895239,11.24409491,9.991948128,8.443208962,6.685025313,4.836807288
0421dfl,1.69,298,0.018863821,0.07655818,0.173275285,0.308785543,0.482161543,0.69199984,0.936867934,1.215566193,1.527127689,1.870511062,2.243925704,2.645137884,3.071766166,3.521394076,3.991475472,4.479367245,4.982400361,5.497942503,6.023557114,6.557126594,7.096921526,7.641858914,8.191828804,8.747685381,9.310753289,9.881588322,10.45951691,11.0431431,11.62932805,12.1848998,12.45108064,11.85462174,10.14606966,7.763519164,5.354932709,3.338381424,1.832078503,0.769404867,0.017333731,-0.553181398,-1.04089439,-1.510202971,-1.991736147,-2.492186157,-3.003463442,-3.509269934,-3.984837743,-4.319351047,-3.948583546,-1.321303156,5.677815944,17.97925705,34.10086456,50.83115766,63.35416334,71.23130923,75.91306699,78.35362174,78.82273171,77.07915813,72.32281119,64.94795097,55.76236882,45.42295277,34.45060048,23.3436653,12.51290846,2.096560342,-7.82565572,-17.18677028,-25.6035189,-32.78925974,-38.73565048,-43.47298974,-47.14516819,-49.89571711,-51.76019669,-52.66631789,-52.48454936,-51.13784564,-48.6939522,-45.42370192,-41.62100866,-37.51612464,-33.29551752,-29.10171521,-25.03635046,-21.17170047,-17.55787852,-14.22471143,-11.1666014,-8.307010655,-5.490215036,-2.53172581,0.685273742,4.103467223,7.517651903,10.79346869,13.87829933,16.72209069,19.22844017,21.40518983,23.26902275,24.83992711,26.14518192,27.2180974,28.04000756,28.52345968,28.5255122,27.90164197,26.57593517,24.62090696,22.16481942,19.31946445,16.18253201,12.83880222,9.360300623,5.811857747,2.259959594,-1.222268686,-4.566927588,-7.713630942,-10.59707717,-13.17073014,-15.40260693,-17.26682551,-18.74472245,-19.81266694,-20.46916008,-20.73107265,-20.62324461,-20.17849804,-19.43084283,-18.41409235,-17.16774831,-15.72828976,-14.13314921,-12.42068705,-10.62930153,-8.796431825,-6.957309341,-5.14483667,-3.387511243,-1.70910609,-0.129399355,1.335780928,2.674428881,3.878014358,4.9411365,5.860789317,6.634485762,7.262535582,7.746593848,8.089605504,8.296048759,8.371785266,8.321718168,8.152475522,7.874789214,7.49939124
test0004,1.07,298,0.047820927,0.193182878,0.434722309,0.770776146,1.199661184,1.719512634,2.328114324,3.022887322,3.801651383,4.663366367,5.607508227,6.632693,7.735892174,8.912822189,10.15755117,11.46290333,12.82135436,14.22495688,15.66521997,17.13330817,18.62054916,20.11993381,21.62721439,23.14213073,24.66901237,26.21563171,27.79174605,29.40943724,31.08087659,32.75054491,33.82319439,32.8830822,29.18150377,23.65561806,17.88844047,12.97291248,9.241020069,6.550314853,4.630498372,3.261633043,2.30531894,1.67794005,1.273244476,0.707536211,-0.950893911,-4.760828404,-10.91592834,-18.15576514,-23.23701486,-20.18945503,-2.157900081,33.0215474,79.70568936,127.2455131,161.1004209,180.4328474,188.6760232,188.5556089,182.0850807,170.6485338,155.224518,136.6120932,115.4169505,92.35403125,68.23334705,43.7913024,19.84899097,-3.407546886,-25.86596814,-46.70903858,-65.54628458,-82.15025273,-96.26649122,-107.7577453,-116.7151739,-123.3715114,-127.7554341,-129.5917645,-128.4088643,-123.8631822,-116.0210587,-105.5633135,-93.38744592,-80.23955417,-66.71153614,-53.2213697,-40.01808818,-27.21927013,-14.90226579,-3.14430112,7.786234088,17.72779954,26.56722816,34.0674054,39.89024087,43.72000444,45.47422138,45.44652612,44.21931954,42.37213384,40.38234116,38.54717828,36.96876734,35.63250229,34.46298407,33.378543,32.33510178,31.3257016,30.34604429,29.35235303,28.24081628,26.88721066,25.18586505,23.05385975,20.42386904,17.26235856,13.57400932,9.399173808,4.802396695,-0.136597566,-5.317502462,-10.61202795,-15.8585245,-20.87664153,-25.50391242,-29.61296865,-33.12449824,-35.99783506,-38.22075676,-39.76898963,-40.61123112,-40.70800234,-40.00546237,-38.4670359,-36.10533457,-32.98876394,-29.22324163,-24.94235534,-20.29671387,-15.43305342,-10.49162212,-5.608385664,-0.910450653,3.490960488,7.507541684,11.07949965,14.16522437,16.73090568,18.73606124,20.13628613,20.91613964,21.09399174,20.71729068,19.84874159,18.55258233,16.90392097,15.01305034,12.99037508,10.92885467,8.884122788
test4007,-0.25,298,0.046431729,0.187326186,0.420832081,0.744912371,1.157803973,1.657672381,2.241785536,2.906021252,3.645001857,4.45294538,5.324376198,6.254045823,7.236204005,8.2647987,9.333981078,10.43847851,11.5733634,12.73379014,13.91477594,15.11117089,16.31766282,17.52879788,18.73905983,19.9448731,21.14718179,22.35396115,23.57980648,24.83994874,26.14456531,27.49796045,28.89896548,30.34048689,31.81243097,33.30321645,34.78683339,36.19160995,37.41188339,38.38798417,39.15012555,39.7757588,40.31836824,40.77750435,41.11312826,41.16128237,40.29380386,37.28869221,31.1150468,21.95377036,11.22572543,0.726509836,-8.133181406,-14.59716018,-18.98697106,-21.74240598,-23.15638785,-23.36256911,-22.43183467,-20.45271541,-17.54801531,-13.74848148,-8.795342013,-2.256770619,5.943554725,15.06875144,22.86362687,28.1382015,31.37688759,32.92362257,33.02793143,31.8886238,29.71708501,26.74886385,23.22007439,19.35188008,15.32431785,11.27107633,7.295808818,3.48933043,-0.077630098,-3.341461653,-6.234974014,-8.673940352,-10.56374953,-11.82285405,-12.42414138,-12.46269173,-12.06116131,-11.34996517,-10.46730251,-9.568256342,-8.808712234,-8.322491737,-8.170111159,-8.346460785,-8.798759365,-9.43599694,-10.15563675,-10.84499842,-11.41069752,-11.80568424,-12.02876138,-12.11103511,-12.09252682,-11.99996246,-11.83669406,-11.58858727,-11.22989581,-10.72381181,-10.0326061,-9.135550006,-8.041700419,-6.786560357,-5.418488921,-3.983344505,-2.513059057,-1.028254967,0.450307232,1.883857881,3.221182656,4.413944326,5.423288851,6.223210048,6.79488713,7.12971206,7.22721553,7.098993375,6.774933847,6.290480317,5.676116333,4.956344495,4.151643841,3.281382061,2.367317663,1.436676283,0.521914502,-0.344772823,-1.136579597,-1.835787558,-2.433857224,-2.930259667,-3.32991322,-3.639425835,-3.863784166,-4.006501384,-4.069328117,-4.054464913,-3.966205453,-3.815408411,-3.617919899,-3.390682442,-3.150754403,-2.913665782,-2.692109041,-2.493938904,-2.316019704,-2.149793743,-1.985953597,-1.814341072,-1.62662536,-1.421018409
