Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
test0008,-4.97,298,0.027677821,0.112390063,0.254528381,0.454205164,0.711407868,1.025955087,1.396744203,1.8213801,2.297314788,2.822961976,3.396980489,4.017223469,4.68164408,5.388271698,6.132380601,6.906006297,7.699522085,8.502078405,9.302864765,10.09340301,10.86916451,11.62831958,12.3697494,13.09496751,13.81192107,14.53644142,15.29391252,16.11874803,17.04465305,18.08557934,18.77029048,14.49361814,-3.232820882,-30.83494413,-53.89569041,-64.5566271,-64.43645999,-58.11328482,-49.12420008,-39.36016121,-29.61257671,-20.24967795,-11.86837856,-5.597995778,-2.566565261,-3.110024812,-6.555126896,-11.56678059,-16.67286721,-20.51838865,-21.7955909,-18.07802452,-4.290386769,24.93043297,69.78760156,123.2585294,173.4128035,209.0063922,228.0580884,230.4655703,218.0106995,193.8904923,161.3544634,123.755926,84.28923226,45.4905812,9.667614601,-22.05384886,-49.39130363,-72.48925147,-91.82603225,-107.8586851,-120.905571,-131.1312706,-138.5398222,-143.0709203,-144.6965342,-143.4405532,-139.3283793,-132.5653833,-123.5901137,-112.9491215,-101.1079076,-88.44721407,-75.35052114,-62.19136939,-49.21890282,-36.46434618,-23.81713917,-11.24237206,1.193852339,13.32357748,25.00907626,36.10033132,46.37775989,55.78866047,64.21980982,71.41960757,77.00295553,80.56601248,81.87033757,80.94761249,78.1119139,73.76992776,68.29392755,61.98593627,55.12289145,47.98710637,40.85934244,33.9459852,27.29494823,20.82689768,14.403745,7.863827679,1.070898109,-6.003211097,-13.27453463,-20.61487395,-27.84660862,-34.7598198,-41.14507434,-46.84072875,-51.68472833,-55.52683006,-58.20750487,-59.6112712,-59.7127196,-58.57802018,-56.3448847,-53.15178712,-49.1173431,-44.36963541,-39.07414751,-33.41085989,-27.54208319,-21.58919616,-15.58976172,-9.582382757,-3.661388143,2.034629189,7.363664072,12.20721381,16.48031239,20.13361845,23.15849633,25.54933136,27.30803583,28.447244,28.98311684,28.9335376,28.32756328,27.2146814,25.66105519,23.73189606,21.47968433,18.94490524,16.16528774,13.19634236,10.1108543,6.98904678
test1056,-3.3,298,0.092188962,0.371709032,0.834148516,1.474056843,2.285930528,3.263848604,4.400864411,5.688710323,7.118318392,8.680600415,10.36583244,12.1625779,14.05683204,16.03211137,18.07055342,20.15383055,22.26273355,24.37661742,26.47301366,28.52784019,30.51704569,32.41903391,34.21709052,35.90272563,37.47906077,38.96307891,40.39410543,41.85640176,43.46433933,45.26930563,47.0336217,47.99662809,47.14937514,43.79029669,37.6657373,29.38849893,20.82704437,13.87099362,9.244298389,6.666773526,5.511615473,5.197342795,5.167457786,4.48977377,1.544997355,-5.457002911,-17.32351114,-32.9976298,-49.12137264,-59.96418068,-58.57013383,-40.24777918,-4.930321929,41.38070042,86.26460637,120.7862313,139.2081561,145.2123655,142.1241067,132.6266615,118.8269285,102.3245853,83.87551836,64.45664819,44.87054573,25.52773301,6.800093282,-11.14917887,-28.03591331,-43.74101787,-58.27331169,-71.44617559,-82.96665373,-92.5321719,-99.99916234,-105.4103129,-108.8710185,-110.3333811,-109.6099741,-106.5757618,-101.3615259,-94.4219664,-86.2453553,-77.24358749,-67.72872581,-57.9962629,-48.2915131,-38.8520228,-29.89252822,-21.56200765,-13.99204328,-7.317972521,-1.529562301,3.347114071,7.202957863,9.887641635,11.34978403,11.72243488,11.31280483,10.48235421,9.519860079,8.562461406,7.616410618,6.690303799,5.843372829,5.186431624,4.817006529,4.809868543,5.194114157,5.896863479,6.724623489,7.417137642,7.731917305,7.527990878,6.764648989,5.458900929,3.664350236,1.452043854,-1.095930833,-3.890582791,-6.824840288,-9.783352679,-12.65452548,-15.32304096,-17.67892714,-19.62296725,-21.0840906,-22.05680256,-22.60007952,-22.83436495,-22.893544,-22.88121085,-22.83943647,-22.72853201,-22.44847286,-21.8990059,-21.03278636,-19.8874626,-18.55099837,-17.1220132,-15.69734474,-14.34386457,-13.09852334,-11.97560643,-10.94793289,-9.953017284,-8.914077842,-7.795684991,-6.610549194,-5.419709185,-4.290739707,-3.277344002,-2.419090421,-1.747272204,-1.282433017,-1.016445792,-0.891299356,-0.804569931,-0.662038565,-0.407713215
0166tri,-1.95,298,0.021357853,0.086836536,0.197165442,0.35291239,0.554072015,0.799700075,1.08748921,1.413674927,1.773758056,2.163316371,2.578623,3.016749446,3.475131859,3.950743621,4.439369812,4.936614076,5.43840689,5.941059892,6.441222484,6.935919577,7.422842835,7.900819765,8.370051771,8.832036857,9.289387777,9.744796458,10.20146921,10.66572764,11.1483316,11.6612933,12.21248448,12.80387429,13.43370953,14.09865049,14.79347786,15.49138887,16.07993473,16.35146511,16.1477027,15.47576769,14.46343203,13.26813032,12.00716893,10.64381574,8.784296223,5.714301711,0.951600125,-5.225226118,-11.86066901,-17.87147138,-22.46219425,-25.56783587,-27.4923779,-28.51665879,-28.64225309,-27.02184606,-21.62143959,-10.36082498,6.647720414,26.39117886,41.76120046,50.19274913,53.73204676,53.85898918,51.62707252,47.77674319,42.83206625,37.20610154,31.23100125,25.16247649,19.18927195,13.42829707,7.931195046,2.710695154,-2.232825098,-6.839079855,-10.99475596,-14.57912509,-17.50374948,-19.68381455,-21.12461904,-21.99023536,-22.44058948,-22.60590144,-22.5860114,-22.45553469,-22.26705552,-22.04520332,-21.78229032,-21.44672035,-21.0046672,-20.43840698,-19.74745989,-18.93504242,-17.98601279,-16.89239426,-15.69166792,-14.43284782,-13.13802456,-11.82584836,-10.5183087,-9.235355896,-7.992228264,-6.794863617,-5.638336041,-4.498958671,-3.323326494,-2.073737142,-0.75479258,0.625487089,2.060677519,3.549943342,5.091442401,6.668589711,8.22870487,9.689436911,10.95741276,11.95388638,12.61723898,12.92031686,12.86645616,12.46628092,11.74449677,10.73251277,9.458014444,7.945607537,6.231432452,4.380979982,2.476537885,0.589795578,-1.21720411,-2.891201058,-4.388163307,-5.673927313,-6.725836265,-7.537384053,-8.112082377,-8.459631966,-8.594625992,-8.535666965,-8.304075465,-7.924646406,-7.430392023,-6.865134859,-6.276677555,-5.707243097,-5.176992555,-4.680155189,-4.209733605,-3.760232304,-3.327184086,-2.907973598,-2.501572709,-2.10755381,-1.72545486,-1.355331989,-0.997809999,-0.653571463,-0.323189897,-0.007136618
test1015,-9.5,298,0.04016423,0.162593971,0.366905646,0.652478238,1.018512876,1.463627915,1.984804324,2.57686564,3.23385595,3.951214177,4.726596684,5.558155502,6.442829898,7.37560171,8.348689157,9.352051486,10.37527805,11.40842268,12.44197059,13.46634511,14.47195818,15.45069209,16.39753212,17.31339828,18.20879378,19.10635214,20.04472814,21.06218152,21.84639893,21.53790653,20.27729823,17.9196824,11.85628415,2.688357248,-4.732927406,-7.509799442,-6.291985099,-2.915123591,1.279473361,5.726934169,10.32427333,15.08891017,19.91440032,24.18829006,26.25841683,23.76830433,15.2519943,1.413348144,-15.1730715,-31.34452157,-44.26441798,-51.36486619,-50.04031958,-37.30324612,-12.35756806,21.9350309,59.19354911,93.03714791,119.8124647,136.9743844,143.641266,140.0732557,127.5079436,108.1966593,84.87870048,60.01628378,35.28871549,11.98919223,-8.905388641,-27.54194512,-43.97208433,-58.26906806,-70.47973955,-80.60581124,-88.59320772,-94.33450598,-97.71579099,-98.67200082,-97.16734845,-93.24436926,-87.0594276,-78.87643225,-68.95542009,-57.60236815,-45.23737721,-32.37347674,-19.66685207,-7.805566223,2.705921866,11.47084235,18.33005932,23.34306702,26.71945316,28.72312493,29.63579588,29.71122947,29.10867318,27.85420692,25.88403483,23.13352166,19.61399628,15.47465301,11.00847851,6.523540663,2.262951908,-1.595121691,-4.936243889,-7.688461777,-9.828022276,-11.38519347,-12.44197744,-13.13410297,-13.60442313,-13.98810182,-14.40439453,-14.937028,-15.6335058,-16.49550507,-17.49530409,-18.60338529,-19.77986816,-20.93537445,-21.95869535,-22.71356711,-23.06915552,-22.92812278,-22.25481691,-21.07271212,-19.43558715,-17.41359572,-15.07978835,-12.50700826,-9.770005894,-6.954057723,-4.145503272,-1.404579878,1.237336766,3.755811919,6.135134587,8.354806579,10.3818284,12.1650213,13.63285028,14.70915231,15.32887735,15.45758446,15.11910765,14.39220565,13.38277263,12.18637631,10.87014751,9.467814642,7.984748193,6.416801118,4.763072258,3.043742327,1.302599475,-0.403292126,-2.0134671,-3.477114433
test2001,-9.94,298,0.028729717,0.116609181,0.263953289,0.470666554,0.736200366,1.059867922,1.440538775,1.876079416,2.365152955,2.90996337,3.50947275,4.158703759,4.85208021,5.583907041,6.34711224,7.133290224,7.932930818,8.737522302,9.539387369,10.33146518,11.10717376,11.86176672,12.59347187,13.30383826,14.00025696,14.70272721,15.39985427,13.28085807,-4.868648304,-24.78621259,-29.6441083,-28.25192618,-30.67152338,-38.12093802,-44.62394768,-46.29834491,-42.4339604,-35.07289524,-26.29383974,-17.35592785,-8.822136582,-0.908123073,6.177550529,11.87974143,15.1308325,14.78206765,10.4251199,2.768157439,-6.910041931,-17.15293015,-25.317966,-26.27122773,-11.9374183,24.47198906,81.14588303,144.0965081,195.4903599,229.7756214,246.3628563,246.5032273,232.0271861,205.7453267,170.6879874,130.3011036,87.81128938,46.11045803,7.925885287,-26.18389517,-55.99709448,-81.40007545,-102.680982,-120.2902727,-134.3859562,-144.8254735,-151.410234,-154.0260321,-152.9693554,-148.647809,-141.4465059,-131.8273016,-120.2297852,-107.1403244,-93.08464166,-78.62066437,-64.2947066,-50.54189616,-37.54629028,-25.35370154,-13.95242144,-3.330915228,6.468673477,15.27651694,23.06104116,29.86676258,35.74874615,40.73814927,44.80284679,47.79343328,49.57451512,50.07875937,49.4032368,47.79732891,45.5625889,42.92999648,40.03491014,36.96722931,33.83275282,30.70573326,27.60965251,24.48487732,21.20529037,17.6170941,13.62421697,9.198380569,4.342324379,-0.894028925,-6.378583008,-11.96034876,-17.46360073,-22.7006795,-27.54179421,-31.93717364,-35.90521505,-39.33056053,-41.97327094,-43.69421727,-44.41951455,-44.14603284,-42.92322021,-40.8471275,-38.02573898,-34.53301264,-30.43377344,-25.78815629,-20.67377126,-15.2059921,-9.544508828,-3.89901401,1.481752047,6.326436465,10.43919865,13.76696704,16.36127082,18.30467558,19.65848133,20.47122689,20.80616945,20.76731887,20.47163928,19.99697197,19.34789473,18.49544492,17.41022125,16.08260941,14.52540548,12.76267595,10.84364875,8.836420624,6.830679012,4.902263858
0001met,2,298,0.009025314,0.03652083,0.082343417,0.146168227,0.227395256,0.325070215,0.437866952,0.56417311,0.702293792,0.850898667,1.009684107,1.179642107,1.362435968,1.559308107,1.770324485,1.99419713,2.228260658,2.469297219,2.713942394,2.958718731,3.200129976,3.434748127,3.659446351,3.872008337,4.072213347,4.262947733,4.450843932,4.647525944,4.8681533,5.122864059,5.411021643,5.724426273,6.052853714,6.388138796,6.719140378,7.018842562,7.250709697,7.400190105,7.487202146,7.54529803,7.598803114,7.658956301,7.725785372,7.776158229,7.711703693,7.300824328,6.225400762,4.258015034,1.455328794,-1.814538254,-5.050567916,-7.716893835,-9.730130434,-11.1651381,-12.02091834,-12.15615367,-11.32997277,-9.36460453,-6.314134157,-2.497789271,1.442140756,4.477212908,6.751702315,8.456653355,9.720461638,10.63459023,11.24632283,11.55658327,11.53299065,11.14092247,10.37377593,9.264299497,7.874202199,6.283048809,4.564669583,2.777213703,0.974014827,-0.789442217,-2.453624521,-3.957696356,-5.243454581,-6.270866479,-7.015717654,-7.477169595,-7.653960328,-7.580805888,-7.30891772,-6.894244921,-6.386083789,-5.824441117,-5.241935328,-4.672951087,-4.146355206,-3.678775021,-3.270006231,-2.91713819,-2.616328635,-2.364087997,-2.156694148,-1.990132125,-1.859367071,-1.757382738,-1.674809988,-1.600370204,-1.52165059,-1.426175958,-1.302606689,-1.141806804,-0.937578687,-0.686767891,-0.389411938,-0.049138081,0.326224551,0.724619154,1.129833368,1.517817948,1.868946311,2.167909823,2.402456756,2.563764105,2.646446677,2.648858745,2.575287507,2.429915053,2.218681797,1.949306542,1.631097379,1.274619388,0.891420265,0.493656167,0.09346552,-0.297427468,-0.668050699,-1.008515516,-1.310316149,-1.566703446,-1.772960197,-1.926465795,-2.026654258,-2.07480621,-2.073874133,-2.027863328,-1.94195726,-1.822506548,-1.676254522,-1.510050647,-1.330593904,-1.144194698,-0.95690926,-0.775124999,-0.603206706,-0.444120572,-0.299895054,-0.171781055,-0.060329575,0.034502793,0.113259624,0.176894241,0.226753324,0.26442448
test0005,-11.01,298,0.040240022,0.162645743,0.36692486,0.653650781,1.023575176,1.475837295,2.007223127,2.612927112,3.28681332,4.023201437,4.820513367,5.683094022,6.613545295,7.607300875,8.655166409,9.744273382,10.86058319,11.9893178,13.11658444,14.22953822,15.31725936,16.3689322,17.37370388,18.3251924,19.22710516,20.09379487,20.95305864,21.8599186,22.88037934,22.72405248,11.24279538,-20.02842269,-44.2295721,-53.54239331,-53.91562544,-48.37858424,-38.28197586,-26.09554908,-14.37284504,-3.241907447,7.21048927,16.94644189,25.89777666,33.55617189,38.1931998,37.01320102,28.13139955,12.4281545,-6.676244675,-24.83659349,-37.62659136,-41.01972667,-32.31242723,-11.11892402,19.6226495,54.53260537,87.2707211,110.5900127,123.9260744,127.5994481,122.4629671,110.2201996,93.56769037,74.7097549,55.38209748,36.67625993,19.16549017,2.990917795,-11.95901113,-25.82279292,-38.5454734,-49.92661649,-59.85576239,-68.15520575,-74.59030602,-79.0221708,-81.43829406,-81.93480993,-80.60744795,-77.45171021,-72.40095682,-65.49915815,-56.89237522,-46.72612673,-35.3010309,-23.14903431,-10.98420705,0.381496018,10.14723077,17.71329455,22.95184069,26.10057265,27.5660488,27.79771603,27.1309823,25.76795981,23.86786407,21.58310982,19.01916832,16.22251059,13.25440117,10.18568024,7.098256873,4.11218635,1.296199526,-1.282131179,-3.546081865,-5.43130769,-6.899453063,-7.955070738,-8.654256572,-9.09504281,-9.373303887,-9.601252141,-9.894273352,-10.34054647,-10.98867421,-11.82910517,-12.82263977,-13.93414107,-15.12802134,-16.36031795,-17.56528992,-18.66416844,-19.56358838,-20.17882536,-20.44233997,-20.31869055,-19.81355136,-18.97153467,-17.85329358,-16.51562048,-14.99645695,-13.30361181,-11.42758847,-9.355524372,-7.108888381,-4.735517053,-2.291320823,0.158223575,2.549977854,4.81843091,6.895581896,8.69573967,10.11740441,11.12068656,11.71795046,11.92716362,11.76986158,11.27019454,10.45422235,9.352066495,8.007061309,6.475512819,4.820310272,3.102843996,1.393359064,-0.247622384,-1.809127113,-3.277584441
test1019,-7.1,298,0.071913321,0.290524955,0.654028051,1.160506577,1.808070717,2.593390917,3.509629858,4.545582175,5.687508008,6.922548039,8.241770494,9.640614366,11.11535562,12.6585133,14.25767957,15.89713647,17.56092645,19.23436755,20.90302223,22.55217118,24.16864941,25.74296759,27.2694386,28.74768573,30.18650408,31.60622778,33.03889964,34.53943318,36.1701031,37.26559275,33.41310462,20.49869364,4.457958837,-6.102781876,-8.889233548,-6.109130021,-0.591178096,5.702418256,11.73664767,17.13953151,21.92956754,26.30955255,30.45586278,34.0600681,35.59854622,32.44180033,22.58202659,6.428812192,-12.95051712,-30.47474027,-39.71270412,-35.46670282,-15.88606839,15.9330834,53.22731751,89.36152244,119.427647,144.1965798,164.6415915,178.8811041,181.2121093,172.6306382,155.8410283,133.3554263,107.3270898,79.40808707,50.77926393,22.33202514,-5.120399145,-31.07657615,-55.13643951,-76.92540329,-96.11035813,-112.4206995,-125.6169637,-135.7521705,-143.0069209,-147.6132008,-149.7464627,-149.508787,-146.9928406,-142.2793277,-135.3243608,-126.0583633,-114.5418826,-101.0828215,-86.29407437,-71.03365757,-55.9755478,-41.5899793,-28.12643378,-15.6619127,-4.181762495,6.357764558,15.99628554,24.73590267,32.57534473,39.49887435,45.44457023,50.29738569,53.92541545,56.20357887,57.05327572,56.44305304,54.3775583,50.92710887,46.27076986,40.72714219,34.64927597,28.33915801,22.03437859,15.89830128,9.988470601,4.251380463,-1.436854267,-7.182680372,-13.01492387,-18.89057333,-24.71445792,-30.37179588,-35.72035115,-40.58394972,-44.77999954,-48.18275636,-50.77168169,-52.5783868,-53.6603368,-54.07001565,-53.8023012,-52.79746154,-50.98551064,-48.31186432,-44.77240193,-40.42303197,-35.35830825,-29.71759539,-23.68054709,-17.46636651,-11.29281377,-5.313761653,0.41102574,5.89024735,11.10289725,15.96284189,20.3768161,24.26285651,27.56836234,30.25161737,32.24467298,33.44332524,33.74279161,33.074678,31.42665035,28.89380512,25.68313772,22.03339873,18.14721594,14.11535884,9.974565555,5.766672862
0038oxy,-0.9,298,0.027784618,0.112593342,0.254585762,0.454041719,0.711085173,1.024992608,1.393631927,1.813456777,2.280015313,2.789102205,3.337945727,3.925284302,4.550164612,5.210167873,5.900814575,6.615704459,7.347057599,8.086463724,8.825538156,9.556180433,10.27029263,10.96035543,11.62067924,12.24881343,12.84744292,13.42614342,14.00521994,14.62876936,15.36418257,16.26832125,17.36324043,18.6429169,20.09028693,21.68692314,23.39393548,25.06808228,26.42870509,27.25087005,27.56202705,27.59381169,27.60741401,27.77445783,28.11635783,28.32093071,27.40175275,23.8254489,16.45194728,5.445971488,-7.66971977,-20.76510325,-31.92795188,-40.02291208,-45.25772283,-48.18301394,-48.97548176,-47.25723263,-42.36327989,-34.00781453,-22.80493011,-10.14394255,2.353855751,13.40614405,22.19099939,28.20628124,32.01025971,34.09785401,34.79001741,34.27580785,32.6769662,30.11483995,26.74584081,22.76083021,18.35725807,13.71453033,8.984458979,4.310055553,-0.184754289,-4.371190454,-8.107622771,-11.25325049,-13.67706075,-15.29552944,-16.08549083,-16.10419985,-15.49130692,-14.44547344,-13.17983042,-11.90277706,-10.80220638,-10.02872216,-9.678551019,-9.768907796,-10.25076855,-11.02269088,-11.94858166,-12.89156171,-13.7393148,-14.41771628,-14.89009693,-15.13805121,-15.14229571,-14.87449358,-14.30281137,-13.4127988,-12.2216039,-10.77728528,-9.149281784,-7.405190636,-5.599836174,-3.781713478,-1.988870674,-0.254513918,1.378400507,2.855130612,4.125632602,5.155299944,5.935290779,6.470545372,6.771562618,6.852709746,6.723064667,6.385187673,5.849509097,5.139635418,4.297558793,3.378075354,2.440528519,1.528052075,0.668331571,-0.123552101,-0.840191218,-1.474166248,-2.015162357,-2.458636553,-2.81122614,-3.088321164,-3.310433183,-3.49544758,-3.651675994,-3.774291788,-3.855921947,-3.897876935,-3.915404433,-3.930487199,-3.958481865,-4.003086642,-4.06207323,-4.129481783,-4.198792702,-4.263133062,-4.315096264,-4.343819074,-4.333378627,-4.264836956,-4.124157383,-3.905791004,-3.615235972,-3.267727957,-2.88116106,-2.476904076
0441pho,-7.62,298,0.04514211,0.182520645,0.411605922,0.732092593,1.143678645,1.645057608,2.233057846,2.902845478,3.648628174,4.465371762,5.351951905,6.31161467,7.347177605,8.455296472,9.625377608,10.84189796,12.08795036,13.34781783,14.60867167,15.86083171,17.09596937,18.30577007,19.48326183,20.62549106,21.73421225,22.8161169,23.88842125,24.99803796,26.1804906,25.88852015,15.37630105,-11.31339474,-40.15019212,-55.75762057,-58.38282432,-51.88643404,-41.19742899,-29.75346606,-18.76573965,-8.537299516,1.052755131,10.20203611,18.91432008,26.66565137,31.8855867,32.1675369,25.87410277,13.63492971,-1.689619655,-15.63253714,-22.14665225,-15.57898291,7.096063393,43.23910548,85.34045027,124.6098937,152.5757229,167.4783887,170.5638388,163.860207,149.7970877,131.0567683,109.922537,87.50289956,64.63137706,41.68728557,18.70310621,-4.221648994,-26.24936959,-46.59746182,-64.9464695,-80.97936248,-94.38315625,-104.9663573,-112.6313925,-117.4371678,-119.615968,-119.5167179,-117.4737504,-113.711968,-108.3165778,-101.2719452,-92.63921282,-82.59944655,-71.41009171,-59.39882185,-46.99067911,-34.69191521,-22.97198303,-12.16078913,-2.404858738,6.35116268,14.22673071,21.3134226,27.62317631,33.08584917,37.59048031,41.03625467,43.37433732,44.61217499,44.78627531,43.9087528,41.99295299,39.14186729,35.6420201,31.80583222,27.81671352,23.72849549,19.56938794,15.36768264,11.15239012,6.943145442,2.746758378,-1.43643749,-5.590304587,-9.62125119,-13.37210909,-16.71375645,-19.5540446,-21.87254561,-23.72779013,-25.19322716,-26.33220039,-27.21504481,-27.90964733,-28.45234428,-28.81854831,-28.92223528,-28.66729333,-28.00371261,-26.94283263,-25.50811072,-23.70149602,-21.5211444,-18.9888757,-16.1584608,-13.11830593,-9.997484501,-6.917738848,-3.968024267,-1.229007768,1.226610693,3.335494236,5.039004521,6.291920089,7.069241969,7.364643476,7.20127073,6.636497653,5.758406326,4.674743552,3.49345746,2.298063717,1.12942242,-0.004112569,-1.083635708,-2.082240061,-2.999403811,-3.85065197,-4.646240697
0146met,-6.77,298,0.024240997,0.098057038,0.221169376,0.39341661,0.61469899,0.884082516,1.198732979,1.553555902,1.941542706,2.357186603,2.799364973,3.268569086,3.763947094,4.282940786,4.821680564,5.37573758,5.939824114,6.50789221,7.072914011,7.627427332,8.165251683,8.682406707,9.177319297,9.652903566,10.12235492,10.61463696,11.17205122,11.55998723,9.246890876,1.6167078,-8.595561295,-20.5371737,-32.98324256,-40.28982285,-41.59237259,-38.74702116,-32.91030839,-25.61521008,-17.80737796,-10.13532792,-2.988743131,3.421090761,8.981163831,13.445049,15.9219306,14.8238589,8.993260538,-1.095025588,-13.42281041,-25.44248956,-34.377439,-37.29264914,-31.12813044,-13.41529215,15.59379181,51.40971569,84.55664773,105.1263374,114.6563157,115.5853236,109.9560723,99.52620138,86.06497456,70.9124857,55.21601351,39.72196627,24.77729503,10.51379018,-2.93892819,-15.43553101,-26.90175858,-37.2751105,-46.29852369,-53.76082993,-59.36042148,-62.78891207,-64.00838411,-63.3575397,-61.25809069,-58.0230583,-53.8181148,-48.68421381,-42.60548946,-35.5957739,-27.79126571,-19.48362003,-11.26084375,-3.762704673,2.480598356,7.15814466,10.25516416,12.00243659,12.71627448,12.73325087,12.35091751,11.81422618,11.29468838,10.86182895,10.47620854,10.01629633,9.356536055,8.437155272,7.303570358,6.102652278,5.029541415,4.234025682,3.773362535,3.620671052,3.693979357,3.914478313,4.184300803,4.375137087,4.392422582,4.169424425,3.661927542,2.84877066,1.73992889,0.383992077,-1.151098841,-2.787918888,-4.452558366,-6.072502762,-7.588819696,-8.957430267,-10.15157777,-11.16825877,-12.02715461,-12.7554808,-13.35993949,-13.79721789,-13.99394473,-13.89764456,-13.48016081,-12.73895066,-11.68770551,-10.35165885,-8.765684454,-6.965299509,-4.991574879,-2.898278897,-0.753996869,1.365519169,3.388210231,5.249733093,6.888002022,8.24048745,9.265152931,9.945107084,10.28658178,10.31867254,10.09084727,9.656897984,9.060496462,8.335206308,7.507204307,6.596449639,5.612783624,4.565930682,3.476372084,2.363613295
0227Nme,-6.34,298,0.036535667,0.147147123,0.32999764,0.583497203,0.90625844,1.295653563,1.747440998,2.256130149,2.815188116,3.419283093,4.065588685,4.752258692,5.476215622,6.231501895,7.009997321,7.803102477,8.602922257,9.403089709,10.197218,10.97760912,11.73580331,12.46287947,13.15267584,13.80560069,14.42915671,15.03890141,15.66612139,16.37127695,17.22552918,17.96939873,15.40362307,4.088020733,-11.76072831,-21.12637449,-23.40487341,-22.60826786,-19.67179103,-15.00862418,-8.935487167,-2.002764117,5.108724062,11.89479213,17.919741,22.30344814,23.36083764,19.29224705,9.657049974,-3.879980119,-18.30349832,-30.50100566,-37.80005644,-38.73830918,-32.48404927,-19.94684966,-3.670270077,13.39181322,28.90025688,40.94475872,49.43389805,54.50850147,56.24164141,54.93059619,51.09261878,45.37971697,38.68212669,31.6033453,24.31108439,16.87110412,9.377933451,1.969968474,-5.208469469,-12.0437563,-18.45255701,-24.3198003,-29.47978941,-33.78603933,-37.15800498,-39.58028661,-41.05449578,-41.53282316,-40.87332187,-38.87531657,-35.41439763,-30.46941154,-24.26855762,-17.22612647,-9.958538881,-3.196833141,2.431320375,6.519084125,9.007455345,10.08853232,10.11344871,9.466077725,8.482714264,7.436069901,6.52398766,5.855483039,5.429815037,5.151060353,4.906038749,4.621801641,4.284462254,3.937085018,3.656147179,3.522192757,3.594376447,3.877669853,4.310875432,4.787060028,5.182714832,5.372788347,5.232336145,4.652086717,3.560345534,1.928177084,-0.20499651,-2.717432418,-5.426341033,-8.165362595,-10.80778824,-13.26363984,-15.47192435,-17.3881344,-18.97011273,-20.16983841,-20.93901673,-21.24636035,-21.08515653,-20.46789274,-19.42621926,-18.00706169,-16.26518527,-14.2637471,-12.06837098,-9.737086608,-7.316313559,-4.84337312,-2.350527164,0.123571084,2.52705313,4.80102878,6.875432121,8.687049314,10.18442218,11.33275342,12.12228398,12.57005837,12.70562333,12.56656732,12.19232843,11.62028456,10.88560956,10.02225404,9.062060912,8.034471822,6.964509418,5.872338793,4.772561516,3.677136673
