Mol,HFE,Temp,kh_w_40,kh_w_80,kh_w_120,kh_w_160,kh_w_200,kh_w_240,kh_w_280,kh_w_320,kh_w_360,kh_w_400,kh_w_440,kh_w_480,kh_w_520,kh_w_560,kh_w_600,kh_w_640,kh_w_680,kh_w_720,kh_w_760,kh_w_800,kh_w_840,kh_w_880,kh_w_920,kh_w_960,kh_w_1000,kh_w_1040,kh_w_1080,kh_w_1120,kh_w_1160,kh_w_1200,kh_w_1240,kh_w_1280,kh_w_1320,kh_w_1360,kh_w_1400,kh_w_1440,kh_w_1480,kh_w_1520,kh_w_1560,kh_w_1600,kh_w_1640,kh_w_1680,kh_w_1720,kh_w_1760,kh_w_1800,kh_w_1840,kh_w_1880,kh_w_1920,kh_w_1960,kh_w_2000,kh_w_2040,kh_w_2080,kh_w_2120,kh_w_2160,kh_w_2200,kh_w_2240,kh_w_2280,kh_w_2320,kh_w_2360,kh_w_2400,kh_w_2440,kh_w_2480,kh_w_2520,kh_w_2560,kh_w_2600,kh_w_2640,kh_w_2680,kh_w_2720,kh_w_2760,kh_w_2800,kh_w_2840,kh_w_2880,kh_w_2920,kh_w_2960,kh_w_3000,kh_w_3040,kh_w_3080,kh_w_3120,kh_w_3160,kh_w_3200,kh_w_3240,kh_w_3280,kh_w_3320,kh_w_3360,kh_w_3400,kh_w_3440,kh_w_3480,kh_w_3520,kh_w_3560,kh_w_3600,kh_w_3640,kh_w_3680,kh_w_3720,kh_w_3760,kh_w_3800,kh_w_3840,kh_w_3880,kh_w_3920,kh_w_3960,kh_w_4000,kh_w_4040,kh_w_4080,kh_w_4120,kh_w_4160,kh_w_4200,kh_w_4240,kh_w_4280,kh_w_4320,kh_w_4360,kh_w_4400,kh_w_4440,kh_w_4480,kh_w_4520,kh_w_4560,kh_w_4600,kh_w_4640,kh_w_4680,kh_w_4720,kh_w_4760,kh_w_4800,kh_w_4840,kh_w_4880,kh_w_4920,kh_w_4960,kh_w_5000,kh_w_5040,kh_w_5080,kh_w_5120,kh_w_5160,kh_w_5200,kh_w_5240,kh_w_5280,kh_w_5320,kh_w_5360,kh_w_5400,kh_w_5440,kh_w_5480,kh_w_5520,kh_w_5560,kh_w_5600,kh_w_5640,kh_w_5680,kh_w_5720,kh_w_5760,kh_w_5800,kh_w_5840,kh_w_5880,kh_w_5920,kh_w_5960,kh_w_6000,kh_w_6040,kh_w_6080,kh_w_6120,kh_w_6160,kh_w_6200,kh_w_6240,kh_w_6280,kh_w_6320,kh_w_6360,kh_w_6400
0199chl,-0.5,298,0.016014581,0.064863334,0.146435055,0.260327053,0.405756099,0.581805749,0.787650342,1.022544252,1.285720767,1.576213903,1.892738517,2.234237226,2.599935598,2.988842487,3.399109139,3.828063818,4.272792766,4.730468963,5.198460223,5.674465689,6.156584243,6.643415167,7.134443834,7.630584695,8.134432784,8.649466741,9.178409251,9.721854265,10.276117,10.77575183,10.75080061,9.312229127,6.319865371,2.705556905,-0.515261743,-2.845586597,-4.25842388,-4.947792716,-5.14423279,-5.032669429,-4.736293613,-4.329816565,-3.887334632,-3.690161194,-4.478007038,-7.010878696,-11.12720607,-15.60089234,-18.56551255,-17.68839254,-11.03906185,2.384525802,21.19745543,41.95386568,58.95997004,70.145414,76.77764133,79.81215831,79.77464987,76.8546648,70.63294585,61.54585428,50.67539286,38.86297959,26.7295125,15.1698022,4.677473373,-4.722789049,-12.95326211,-20.05220491,-26.06405691,-31.0331496,-34.96679598,-37.87985769,-39.86172111,-41.07369582,-41.61693245,-41.4943958,-40.62927691,-38.94002513,-36.43438399,-33.27303952,-29.69018722,-25.86597175,-21.97721374,-18.20269784,-14.68777162,-11.52325473,-8.728433822,-6.25425899,-4.020353116,-1.92682903,0.141256941,2.274244357,4.448665983,6.581268603,8.539252435,10.23092574,11.65186058,12.83597772,13.8207759,14.63972455,15.32417894,15.90617226,16.42237552,16.90784894,17.37223856,17.76601961,17.97151979,17.85204866,17.29915771,16.27623856,14.82163376,12.98831552,10.83456761,8.422832515,5.818889737,3.090959755,0.309529469,-2.453610549,-5.127184844,-7.645106219,-9.929316396,-11.92186653,-13.59118831,-14.91565795,-15.88265613,-16.48854141,-16.73974801,-16.65661473,-16.2646086,-15.5936046,-14.67670673,-13.54951684,-12.24928476,-10.81324286,-9.279049616,-7.683572286,-6.063021528,-4.451677298,-2.880767592,-1.377727871,0.034357305,1.337281832,2.517064315,3.563525767,4.470158143,5.232786763,5.850995996,6.327360461,6.666264532,6.872035744,6.952361644,6.916643968,6.775334044,6.539712534,6.221736504,5.834542159,5.389937389,4.899129576
0222tri,-6.1,298,0.104961288,0.42398096,0.954255368,1.693009135,2.638191793,3.78694453,5.133233602,6.666458953,8.372216893,10.23604751,12.24701852,14.39789337,16.68232655,19.09165031,21.61392646,24.23499645,26.93950896,29.71246065,32.53866842,35.40276014,38.29068373,41.19116493,44.09558002,46.99995835,49.9110142,52.85086601,55.85365203,58.9530621,62.17067144,65.26127503,66.0118085,60.61100679,50.22255618,40.48794409,35.13504037,34.40388326,36.86784586,41.01244862,45.8028055,50.70348622,55.54365913,60.35507622,65.16837471,69.48055389,71.1467895,66.36221521,52.45166075,30.64909779,5.584964282,-17.0397173,-31.39585077,-32.85154005,-19.60130955,6.631821738,40.47811361,75.04851526,102.7903152,121.9966813,133.7599977,139.0654176,138.598841,132.8609055,122.1467173,106.6055626,87.55817585,66.39866545,44.36836717,22.37112715,1.061726345,-18.94226975,-37.22784275,-53.23353799,-66.90369275,-78.18664206,-87.05490977,-93.59178469,-98.00713154,-100.5935696,-101.6019039,-101.1894999,-99.36808551,-95.97889886,-90.7487952,-83.42949984,-73.93995946,-62.49606958,-49.65669783,-36.15391439,-22.8970563,-10.55793242,0.45598774,9.975288869,18.01371617,24.67701885,30.13449318,34.59769853,38.28029022,41.28900474,43.54713819,44.85853483,45.02011437,43.93246339,41.65815165,38.40978175,34.42579531,29.91789851,25.07905584,20.11109834,15.25336539,10.66967416,6.444624793,2.597981754,-0.920268719,-4.194120334,-7.291054903,-10.25326703,-13.11118187,-15.89939488,-18.65764202,-21.41211596,-24.14874949,-26.79785241,-29.24263261,-31.35519227,-33.02469271,-34.16681731,-34.71812151,-34.60669723,-33.80850917,-32.30982996,-30.11925715,-27.28418226,-23.8967422,-20.05743746,-15.8737859,-11.44160797,-6.862427697,-2.239603632,2.326796502,6.739699654,10.90098273,14.71506346,18.10609846,20.99516122,23.2802659,24.85141666,25.62784669,25.58522731,24.75208127,23.19327041,21.024249,18.41578847,15.58535963,12.73897987,10.01445563,7.460463103,5.053117174,2.746103026,0.506584825,-1.670542791
0184bro,-0.41,298,0.046156451,0.186219554,0.418349989,0.740616641,1.151452952,1.649101705,2.230685283,2.891679677,3.626153327,4.427795174,5.290790617,6.209888513,7.179683308,8.194269042,9.248054284,10.33607464,11.45355648,12.5955045,13.75659651,14.93144239,16.11482389,17.30179015,18.48782028,19.66964922,20.8481587,22.03151314,23.23439793,24.47189755,25.75412144,27.08536003,28.46449579,29.885326,31.33827601,32.81178981,34.27989894,35.67139049,36.87659895,37.80702455,38.42724246,38.75674211,38.8619242,38.82511697,38.70131924,38.38632198,37.26454161,34.09397411,27.81677815,18.60036923,7.863988361,-2.598058404,-11.40157733,-17.85184782,-22.18529481,-24.81600983,-26.06171627,-26.06134495,-24.71535747,-21.61216116,-16.16212325,-8.143714507,1.826512596,11.5875773,18.8006202,23.7176761,26.8826135,28.7131943,29.47514631,29.29948079,28.27434093,26.46943496,23.98453071,20.9626817,17.56076804,13.93203121,10.20327724,6.471602068,2.817551928,-0.674956986,-3.914224071,-6.792074506,-9.167700385,-10.94618501,-12.11336424,-12.69593553,-12.74699433,-12.35509203,-11.62697057,-10.67773341,-9.635983945,-8.639450934,-7.823616713,-7.293085805,-7.095086767,-7.222424218,-7.627343676,-8.234714071,-8.958950008,-9.697949848,-10.36321781,-10.89230653,-11.26007743,-11.47738226,-11.57342973,-11.57197639,-11.4793454,-11.28647242,-10.97386753,-10.50927532,-9.849602166,-8.954751992,-7.806907141,-6.426476143,-4.869795012,-3.203420214,-1.494371235,0.189898093,1.780417703,3.208122249,4.415314045,5.374849058,6.089096954,6.573436763,6.844015103,6.913364105,6.79634135,6.509129195,6.069071838,5.499399041,4.825694362,4.072345013,3.260917909,2.413021051,1.552151679,0.705362118,-0.097836259,-0.830137669,-1.474219586,-2.027465863,-2.498806637,-2.900035616,-3.237240552,-3.507843728,-3.705538264,-3.825800949,-3.871025689,-3.850333825,-3.779081808,-3.671747956,-3.537026853,-3.381474704,-3.207388768,-3.013375349,-2.797098099,-2.560483627,-2.308938762,-2.047896886,-1.784652714,-1.52832821,-1.286983825,-1.064210091
test1027,-5.7,298,0.098615691,0.398597678,0.897743557,1.593269532,2.482160946,3.560936956,4.825626462,6.272062504,7.8961148,9.694160738,11.66236151,13.79532604,16.08547029,18.52268392,21.09473246,23.78772022,26.5860608,29.47239052,32.42750674,35.43078587,38.46159188,41.50245782,44.54252433,47.58067709,50.62810527,53.7087733,56.85992827,60.12301983,63.40556204,66.2739495,68.37900431,69.57249323,69.39240183,67.1301007,62.02971258,54.17735241,45.45402177,38.1380135,33.27849728,30.71646905,29.78706715,29.80614004,30.13337303,29.86025389,27.55693255,21.755757,11.99561691,-0.529830629,-12.8762201,-20.40695438,-17.58686676,-0.473148234,31.47385036,74.60463293,120.051608,161.9220054,191.6724694,207.8714425,207.5674779,195.1393411,175.1885986,150.9024943,124.2151657,96.74920649,69.55943377,43.468762,18.9496088,-3.848175747,-24.98898636,-44.11161709,-61.00069777,-75.62724748,-87.91544586,-97.75460071,-105.0706886,-109.8013879,-111.8916589,-111.2849076,-107.9650357,-102.122782,-94.12914102,-84.61853466,-74.22228783,-63.42090289,-52.59878144,-42.06937503,-32.07466473,-22.82365294,-14.47238331,-7.093588627,-0.738559512,4.71238459,9.391686406,13.33804538,16.47533751,18.71099715,20.03849269,20.67400436,21.00533252,21.43537548,22.23745428,23.46657606,24.97880089,26.58705269,28.15133433,29.5669842,30.73823844,31.57824229,31.92226558,31.59330797,30.48256132,28.59489645,26.09218917,23.14156232,19.7979405,16.05485714,11.92094776,7.458645622,2.760055751,-2.08098433,-6.943402487,-11.67645304,-16.11685598,-20.1134487,-23.55549978,-26.37512296,-28.54750967,-30.07951185,-31.01776597,-31.45816428,-31.53187012,-31.34879272,-30.95497361,-30.35015702,-29.51341803,-28.4099839,-27.01842674,-25.32508226,-23.36447884,-21.25591538,-19.16339315,-17.22334151,-15.4950673,-13.96545954,-12.57295269,-11.2310241,-9.851453078,-8.369794847,-6.764970929,-5.093534804,-3.448426095,-1.905891004,-0.506878116,0.751965186,1.898052594,2.971722215,3.994270594,4.956598642,5.870595397,6.773253795
test1034,-5.2,298,0.08072015,0.326474845,0.735914926,1.307146958,2.03759107,2.923207393,3.958136822,5.135175238,6.446720959,7.885796183,9.446609218,11.12383932,12.91073204,14.79740511,16.7704123,18.81356805,20.90929063,23.04059705,25.19160499,27.34690838,29.49116547,31.60962579,33.69033082,35.72758669,37.72466919,39.69492861,41.65977327,43.64120827,45.65422998,47.70437884,49.74723638,51.21082877,50.47290763,46.97483432,42.66045203,39.60247347,38.36131223,38.51809369,39.48360776,40.8710399,42.48616235,44.19259192,45.72275135,46.38672984,44.7855196,39.15511931,28.70694404,14.62088132,-0.551327344,-14.28690273,-24.78737342,-30.67395184,-30.32770779,-22.12054841,-6.296092578,14.02143801,31.08683597,43.93900439,53.45615889,59.92968083,63.42761567,64.0916204,62.13560636,57.74289801,51.61710909,44.52926005,36.97596777,29.22549871,21.40964629,13.46358864,5.456895261,-2.329220005,-9.75634116,-16.62639603,-22.71332729,-27.80154475,-31.84486484,-34.89164874,-36.94157301,-37.98854082,-38.03591601,-37.13314024,-35.38258661,-32.91128752,-29.89240538,-26.52656565,-23.00963378,-19.47308455,-16.03168541,-12.80846276,-9.914764639,-7.416681606,-5.321197841,-3.583988075,-2.140211804,-0.926288004,0.111903856,1.020480708,1.819161847,2.504463559,3.056536582,3.453415659,3.685437867,3.763149143,3.724186785,3.617437877,3.494357014,3.382564951,3.276331118,3.135226666,2.91283209,2.566556707,2.06494051,1.39141298,0.541485323,-0.487473358,-1.691524328,-3.055957995,-4.532975824,-6.058853439,-7.565725089,-8.972004891,-10.20325164,-11.21426917,-11.99321187,-12.56505325,-12.9717622,-13.23836451,-13.35743776,-13.29703524,-13.02079005,-12.50478227,-11.74541871,-10.75630634,-9.553072673,-8.148147855,-6.560053535,-4.823152569,-2.987359101,-1.117818769,0.73473174,2.538445076,4.271167581,5.904425082,7.394447678,8.687907654,9.734101125,10.49004804,10.94176705,11.10176389,11.00399314,10.69319776,10.21572474,9.614046847,8.912042356,8.106595315,7.178422149,6.111361662,4.906039582,3.584175654
0180bro,-0.7,298,0.024172933,0.09765324,0.219844856,0.390216383,0.608368376,0.873582463,1.184359164,1.5382415,1.932061979,2.362586755,2.827226814,3.324300588,3.852464824,4.409861184,4.994266113,5.603034322,6.233099412,6.881390732,7.545006467,8.221328562,8.908023234,9.603000465,10.30429846,11.01020759,11.72115326,12.44149027,13.17900964,13.94164306,14.73485206,15.56169239,16.42301696,17.31665731,18.23827322,19.18270835,20.14097688,21.08968515,21.98662233,22.77529214,23.39055291,23.78925245,23.98134821,24.01648076,23.94483431,23.73296237,23.06029352,21.24059708,17.656194,12.34823285,6.068235687,-0.183769624,-5.577342656,-9.664190353,-12.54046203,-14.43101828,-15.50730139,-15.83820886,-15.31047347,-13.52040768,-9.89668153,-4.131645994,3.348572421,10.9115657,16.10165584,19.26342098,20.97940306,21.64977896,21.53730368,20.80547915,19.55627953,17.86618623,15.81153337,13.4840395,10.97167859,8.353319227,5.694580922,3.046324198,0.452814205,-2.037256763,-4.360798372,-6.426200787,-8.122432401,-9.391369554,-10.23218496,-10.67790066,-10.77697883,-10.59460722,-10.20140965,-9.668442396,-9.06458535,-8.446648271,-7.863024459,-7.349709341,-6.927175204,-6.600758726,-6.366503405,-6.216007297,-6.135909271,-6.106343482,-6.104894518,-6.11129099,-6.107469136,-6.077953595,-6.009841792,-5.888366746,-5.697850668,-5.423965407,-5.057414227,-4.59266883,-4.022986897,-3.340416778,-2.541251034,-1.637001578,-0.655491202,0.370746932,1.402436133,2.391097006,3.287665411,4.046025306,4.631474985,5.02784999,5.24105059,5.289277764,5.190392203,4.954022403,4.586217318,4.098172213,3.50721,2.836091465,2.111043524,1.357888451,0.601219753,-0.136614428,-0.836008633,-1.480199801,-2.05500634,-2.547523716,-2.947583143,-3.250282019,-3.455391471,-3.569188397,-3.601203813,-3.561763003,-3.461465842,-3.3109741,-3.120952366,-2.902125846,-2.664547664,-2.416677746,-2.16550857,-1.917149386,-1.676472287,-1.447128705,-1.231692492,-1.031773521,-0.848171625,-0.681022703,-0.529593389,-0.39250869,-0.268023835,-0.154354394
0067but,-2.21,298,0.052968828,0.21423967,0.483338958,0.860349142,1.34545042,1.937276067,2.632129425,3.424382855,4.307318553,5.275194484,6.325885111,7.461137535,8.682948707,9.988612844,11.36982648,12.81527406,14.3119212,15.84711028,17.40881544,18.98488878,20.56410229,22.13748148,23.69757324,25.23837098,26.76001751,28.27291424,29.79434498,31.34156717,32.92446228,34.23074904,31.92563185,20.41187869,4.237244178,-4.961649812,-5.66017719,-1.124883393,6.391135656,14.42380126,21.60708186,27.68862913,32.74264982,36.94455491,40.44601069,43.14428918,44.14874415,41.67363087,34.33079226,22.61428131,8.79489501,-4.238807656,-13.63827962,-17.0929675,-13.55800516,-4.117879477,8.385256442,20.8434974,31.11229753,38.17618503,42.08722414,43.43958461,42.69356907,40.3192187,37.07180863,33.26661125,29.11443051,24.87569335,20.60228789,16.20327338,11.57464404,6.660613355,1.488637493,-3.839170553,-9.173837914,-14.34187205,-19.18112505,-23.5680489,-27.41291513,-30.68048134,-33.34642177,-35.33808594,-36.5810903,-36.96527644,-36.40419972,-34.86064307,-32.39495268,-29.1756374,-25.44469675,-21.47485459,-17.50639254,-13.67648562,-9.986591528,-6.366516734,-2.824201289,0.699479833,4.219520883,7.711701829,11.12151269,14.35069259,17.25909602,19.69922266,21.56175173,22.78938955,23.36902147,23.34631426,22.80990124,21.86728792,20.61222618,19.12914737,17.47635626,15.69634448,13.8255017,11.87279577,9.816585744,7.624657149,5.251003233,2.66965481,-0.107993106,-3.032488766,-6.027387509,-9.005349145,-11.86071926,-14.42626346,-16.60067304,-18.33510264,-19.62490695,-20.49993485,-21.00355385,-21.17774482,-21.06063244,-20.69115969,-20.09765887,-19.29830671,-18.30481528,-17.12823157,-15.77934648,-14.27031068,-12.61409915,-10.82985828,-8.943208182,-6.986251624,-4.998574542,-3.02023024,-1.084293199,0.783161786,2.563308136,4.24013097,5.798247187,7.218974884,8.474678926,9.544046556,10.40688588,11.05176622,11.47600332,11.68153858,11.67360368,11.46091574,11.05647123,10.47644279,9.738014295,8.861897857
0413clt,-1.15,298,0.038729402,0.156849268,0.354335841,0.631356852,0.988173791,1.42447196,1.938722553,2.527894394,3.187991522,3.915127187,4.706354733,5.559600076,6.472790007,7.442786884,8.465020174,9.53363715,10.6419753,11.78303792,12.94981561,14.1354022,15.33323547,16.53807826,17.74663256,18.95842217,20.17680923,21.4096878,22.66995249,23.978472,25.36231179,26.84501598,28.44054786,30.15410578,31.98546113,33.93127185,35.97253036,38.01522781,39.84040448,41.2141157,42.06866028,42.52989775,42.80070467,43.04826566,43.32019842,43.31708421,42.03159372,37.98529781,30.35374747,19.79087675,8.054307685,-2.99841944,-12.03916396,-18.4849423,-22.70927279,-25.19123464,-26.08113925,-25.00657394,-21.17320296,-13.96329795,-3.649376377,8.450739341,19.92057083,28.75692689,34.8058587,37.99689545,39.09391855,38.68968541,37.15946092,34.72639975,31.53439964,27.712412,23.40618673,18.77829528,13.98641003,9.166387555,4.434463472,-0.104053472,-4.329649145,-8.106274389,-11.31221518,-13.82626107,-15.56411244,-16.52372824,-16.76721557,-16.40355564,-15.58174655,-14.47741597,-13.26443479,-12.09185355,-11.08069968,-10.3254965,-9.880782463,-9.747126278,-9.884960848,-10.22427681,-10.67581576,-11.1543271,-11.59675766,-11.95836531,-12.21163806,-12.33527308,-12.30421195,-12.08603752,-11.64236806,-10.9414526,-9.973840638,-8.762824081,-7.362011993,-5.831427417,-4.226302502,-2.586299826,-0.949010692,0.641195525,2.135046746,3.478658155,4.630044959,5.575877249,6.314972517,6.84519031,7.159098171,7.247195227,7.097357103,6.706060734,6.089977098,5.280713366,4.324441235,3.277308402,2.196483451,1.130382134,0.115042623,-0.823825496,-1.66707939,-2.396105044,-2.988723196,-3.426037519,-3.700953947,-3.822950276,-3.817673521,-3.722378695,-3.575551551,-3.40600398,-3.226913096,-3.041388896,-2.859408002,-2.695271188,-2.560680371,-2.459107597,-2.390787155,-2.357998659,-2.365581448,-2.418582932,-2.516143515,-2.644859509,-2.782930599,-2.902341125,-2.973756024,-2.973453159,-2.888724507,-2.725209623,-2.504749766,-2.250563566
test0017,-9.81,298,0.026018913,0.105029638,0.235994358,0.417268525,0.646463766,0.920241081,1.234389802,1.584421094,1.966458276,2.377972068,2.817263372,3.281866014,3.768759172,4.276031079,4.803460823,5.351789519,5.921623515,6.512654079,7.123655061,7.752902044,8.398904924,9.061804704,9.745381967,10.45916866,11.22128573,12.05950254,13.00813041,14.03609546,14.30736357,12.12036041,8.481762189,6.446838968,7.210406708,9.63053634,11.32370426,10.71756861,8.547469488,6.597076711,5.983013482,6.850639052,8.857259407,11.54777316,14.42830727,16.65432116,16.74034061,13.29679629,6.302393271,-2.737432712,-11.82501306,-19.12442012,-24.18470989,-27.59541983,-29.56124454,-29.37721018,-25.10031134,-14.5512506,2.618633736,23.89488109,45.0226523,61.01709476,68.44866842,69.2867958,65.92984403,60.31838266,53.24469641,45.23230747,36.66925812,27.88761756,19.19031918,10.82475247,2.961018691,-4.318973755,-10.97839458,-16.94926552,-22.13122093,-26.39794325,-29.55949745,-31.4576857,-32.01574088,-31.2585973,-29.33216853,-26.40581829,-22.64080812,-18.20521047,-13.31014947,-8.225396245,-3.264302335,1.18815334,4.805348096,7.380756914,8.886883164,9.44662589,9.250764409,8.496102597,7.347746624,5.959259765,4.474666901,3.014704471,1.6680036,0.48462674,-0.523178504,-1.358773566,-2.034469453,-2.57173323,-2.954513249,-3.158421536,-3.17814166,-3.005855885,-2.638256863,-2.095048377,-1.432203616,-0.740772243,-0.127245741,0.312039426,0.504109874,0.403495131,-0.007970943,-0.722245119,-1.704961619,-2.891753733,-4.19258536,-5.50436079,-6.728193872,-7.785758634,-8.632570594,-9.248961353,-9.636320734,-9.807355894,-9.764754473,-9.493569785,-8.975420227,-8.207149056,-7.209564083,-6.028103423,-4.717660087,-3.328465599,-1.905885775,-0.491072024,0.877997858,2.166216783,3.341713426,4.375882145,5.24585321,5.936044043,6.437729674,6.749207389,6.874808313,6.824054445,6.610792845,6.252851252,5.771533809,5.190192054,4.533003581,3.823480867,3.083437082,2.332702543,1.588986912,0.86792352,0.182520811,-0.456534571
0051cyc,-5.49,298,0.042265533,0.171250244,0.38713832,0.690018941,1.079237655,1.552817721,2.107203332,2.73732388,3.437185552,4.20176996,5.027698198,5.911526392,6.849523862,7.838796073,8.877964374,9.966154263,11.10092316,12.27695482,13.48735068,14.72512995,15.98348239,17.25567468,18.5364768,19.82706862,21.14094258,22.50793373,23.97152522,25.28927023,23.9749796,18.00798915,12.74212434,12.95309937,16.63100726,19.31960052,19.01035611,17.46533842,16.7765785,17.63989859,19.77286243,22.59360022,25.60416997,28.47663504,31.00828577,32.94564397,33.56998597,31.51518013,25.58330756,15.88000361,3.889037869,-8.465304591,-19.4893111,-27.5994659,-30.99675883,-26.67397144,-12.54749572,9.748557636,32.98233854,48.69526266,58.32054694,63.25309851,64.48022346,62.79511019,58.86703871,53.27293769,46.50694406,38.94639611,30.89534698,22.61763499,14.28750199,6.120277268,-1.509538553,-8.606186631,-15.12268295,-20.87464394,-25.57030611,-28.93821522,-30.92309383,-31.75437626,-31.70126237,-30.97726643,-29.73815285,-28.09862451,-26.13295081,-23.87463613,-21.35584642,-18.65052296,-15.88651991,-13.21077255,-10.74380281,-8.572235484,-6.753941738,-5.306982543,-4.219443911,-3.440870545,-2.883356532,-2.442012275,-2.046745716,-1.689549733,-1.404909161,-1.234814616,-1.186260584,-1.197997685,-1.167098211,-1.01001487,-0.668358139,-0.127533317,0.612666202,1.542593333,2.64252516,3.883700385,5.209122978,6.545155534,7.794488967,8.830123563,9.510897127,9.717609659,9.384218471,8.511467172,7.164794592,5.451145296,3.504078124,1.456421507,-0.579627659,-2.513257897,-4.274277316,-5.80377364,-7.062575506,-8.040114725,-8.749179409,-9.213042837,-9.450695639,-9.484334086,-9.325292802,-8.984836665,-8.479102697,-7.826461546,-7.052467729,-6.18607873,-5.259400152,-4.306605361,-3.354948086,-2.429135163,-1.549892682,-0.733683574,0.006526342,0.661850299,1.227166559,1.699998409,2.079990757,2.368219686,2.566821405,2.679046583,2.709858537,2.666379825,2.557717478,2.394649677,2.189353938,1.955644816,1.70411243,1.443727552
0109pip,-7.4,298,0.041038779,0.165533822,0.371790739,0.65792484,1.02205817,1.461923763,1.974687331,2.557000774,3.205301658,3.916779608,4.689887066,5.52297408,6.41286066,7.355189987,8.345895734,9.382325899,10.46262252,11.58434741,12.74419376,13.93900985,15.16787177,16.4340829,17.7476423,19.12793191,20.60496145,22.21708213,24.0085042,26.00170251,27.78015875,27.96233921,26.2655598,24.63566006,24.78560217,26.63008491,28.16822562,27.12619744,23.69080599,20.01470335,17.81910647,17.52340518,18.74052464,20.86273315,23.10945,24.10483648,21.92358417,15.36140926,5.064827921,-6.878879655,-18.18917716,-27.14960955,-33.63121965,-37.97852014,-40.56461118,-41.0898249,-37.98709399,-28.92278543,-12.75428684,8.905580525,32.12275693,52.71305422,67.12038615,74.12868715,75.67452353,73.3075868,68.17348866,61.12751959,52.76293777,43.55833183,33.9332362,24.24214756,14.91579839,6.169051748,-1.966047,-9.481571347,-16.34277381,-22.43633784,-27.55799996,-31.47325957,-34.01057453,-35.11402461,-34.83516648,-33.33541606,-30.77383569,-27.28416326,-23.00661463,-18.13802548,-12.99458339,-8.039165581,-3.786829971,-0.653393362,1.158901484,1.779426849,1.488089458,0.612084876,-0.513746455,-1.596243782,-2.444627003,-2.9713219,-3.182838008,-3.139315657,-2.897202188,-2.46577017,-1.814804497,-0.91350114,0.239694993,1.616263654,3.17676685,4.886641489,6.70717721,8.582489162,10.4223795,12.07748202,13.33310798,13.96186062,13.8061666,12.8117423,11.0443729,8.672987122,5.877076646,2.810247733,-0.404910113,-3.671892594,-6.90783278,-10.02355495,-12.89192202,-15.40436842,-17.47850138,-19.05077105,-20.07378934,-20.52166868,-20.39716299,-19.7345927,-18.59791058,-17.06724955,-15.22195398,-13.14404187,-10.91519911,-8.608821627,-6.288885014,-4.015274196,-1.83729618,0.207449028,2.089999852,3.787364313,5.280170298,6.552793023,7.593737231,8.396946644,8.964108428,9.307880169,9.446104526,9.39999328,9.192232382,8.845439529,8.381876482,7.823129339,7.189060722,6.497575333,5.764728766,5.005133251
test4001,-1.73,298,0.031002796,0.125646506,0.284163922,0.506936853,0.79422598,1.145626484,1.559606378,2.033407182,2.563467909,3.146350056,3.779264448,4.459830308,5.185557473,5.953505589,6.76030898,7.60226963,8.475782524,9.37732486,10.30343996,11.25089467,12.21662207,13.19806722,14.19322145,15.20068923,16.22184903,17.26164439,18.33000429,19.44616853,20.63817184,21.93295025,23.34934553,24.89782674,26.58331098,28.406422,30.35022955,32.31995586,34.10690711,35.51920102,36.54089433,37.31595471,38.02052244,38.76609111,39.53626618,39.97360142,39.06578918,35.46599643,28.55994023,19.08457829,8.669460228,-1.059157603,-8.939351191,-14.4914305,-18.11353609,-20.23175367,-20.9712435,-20.09234583,-17.20571356,-12.18099664,-5.394891995,2.411307473,10.54443599,18.54388339,25.87878039,31.80780999,35.29487285,36.42032235,35.88915255,34.13200716,31.42934975,27.99723304,24.03632715,19.74207772,15.28972106,10.83408995,6.497109061,2.362405886,-1.486297169,-4.949123571,-7.913200193,-10.27660573,-11.97937723,-13.00406311,-13.37395251,-13.150447,-12.4696868,-11.51596816,-10.46167429,-9.451762003,-8.608272257,-8.031014513,-7.7723273,-7.83072081,-8.174084937,-8.748670536,-9.47910984,-10.28048229,-11.07149365,-11.78659465,-12.37782534,-12.80544577,-13.03017281,-13.00908623,-12.69813932,-12.06755704,-11.11549973,-9.874133758,-8.408903413,-6.792457039,-5.089762173,-3.346098088,-1.590464871,0.155011065,1.858887232,3.46681183,4.906247643,6.104278529,7.011251052,7.598391822,7.853995073,7.786680484,7.410403289,6.738619719,5.787115825,4.585261201,3.189016708,1.687875592,0.171420424,-1.303371899,-2.693983,-3.96948962,-5.105198304,-6.077872906,-6.858927538,-7.420750985,-7.744752093,-7.828443208,-7.686221618,-7.3453315,-6.838854203,-6.202313924,-5.473448416,-4.689373169,-3.883493763,-3.082945204,-2.305888578,-1.562051191,-0.857956883,-0.20428318,0.380127652,0.870574933,1.24568797,1.504074883,1.661904099,1.736494012,1.745116928,1.70340708,1.62453218,1.518722119,1.391629391,1.244103966
